fecha,hora,triage_cantidad
25MAY2020,8,5
25MAY2020,5,4
25MAY2020,3,3
25MAY2020,2,6
25MAY2020,1,4
25MAY2020,0,11
24MAY2020,23,11
24MAY2020,22,19
24MAY2020,21,11
24MAY2020,20,9
24MAY2020,19,13
24MAY2020,18,12
24MAY2020,17,6
24MAY2020,16,10
24MAY2020,15,8
24MAY2020,14,11
24MAY2020,13,10
24MAY2020,12,11
24MAY2020,11,7
24MAY2020,10,12
24MAY2020,9,5
24MAY2020,7,3
24MAY2020,6,1
24MAY2020,5,4
24MAY2020,3,2
24MAY2020,2,3
24MAY2020,1,8
24MAY2020,0,8
23MAY2020,23,13
23MAY2020,22,16
23MAY2020,21,16
23MAY2020,20,9
23MAY2020,19,11
23MAY2020,18,14
23MAY2020,17,9
23MAY2020,16,12
23MAY2020,15,12
23MAY2020,14,8
23MAY2020,13,8
23MAY2020,12,5
23MAY2020,11,12
23MAY2020,10,9
23MAY2020,9,5
23MAY2020,8,7
23MAY2020,7,2
23MAY2020,6,4
23MAY2020,4,2
23MAY2020,3,1
23MAY2020,2,1
23MAY2020,1,7
23MAY2020,0,15
22MAY2020,23,5
22MAY2020,22,5
22MAY2020,21,9
22MAY2020,20,10
22MAY2020,19,3
22MAY2020,18,6
22MAY2020,17,12
22MAY2020,16,7
22MAY2020,15,6
22MAY2020,14,6
22MAY2020,13,9
22MAY2020,12,12
22MAY2020,11,12
22MAY2020,10,14
22MAY2020,9,9
22MAY2020,8,5
22MAY2020,7,3
22MAY2020,6,3
22MAY2020,5,1
22MAY2020,4,3
22MAY2020,3,2
22MAY2020,2,4
22MAY2020,1,9
22MAY2020,0,9
21MAY2020,23,12
21MAY2020,22,15
21MAY2020,21,14
21MAY2020,20,15
21MAY2020,19,11
21MAY2020,18,11
21MAY2020,17,15
21MAY2020,16,15
21MAY2020,15,15
21MAY2020,14,23
21MAY2020,13,16
21MAY2020,12,15
21MAY2020,11,12
21MAY2020,10,10
21MAY2020,9,5
21MAY2020,8,2
21MAY2020,7,4
21MAY2020,6,3
21MAY2020,5,2
21MAY2020,4,2
21MAY2020,3,5
21MAY2020,2,3
21MAY2020,1,9
21MAY2020,0,11
20MAY2020,23,7
20MAY2020,22,12
20MAY2020,21,8
20MAY2020,20,13
20MAY2020,19,9
20MAY2020,18,16
20MAY2020,17,13
20MAY2020,16,14
20MAY2020,15,19
20MAY2020,14,6
20MAY2020,13,11
20MAY2020,12,9
20MAY2020,11,13
20MAY2020,10,7
20MAY2020,9,11
20MAY2020,8,6
20MAY2020,7,1
20MAY2020,6,3
20MAY2020,5,3
20MAY2020,4,2
20MAY2020,3,5
20MAY2020,2,6
20MAY2020,1,9
20MAY2020,0,10
19MAY2020,23,17
19MAY2020,22,21
19MAY2020,21,24
19MAY2020,20,24
19MAY2020,19,36
19MAY2020,18,27
19MAY2020,17,19
19MAY2020,16,32
19MAY2020,15,40
19MAY2020,14,26
19MAY2020,13,34
19MAY2020,12,29
19MAY2020,11,28
19MAY2020,10,26
19MAY2020,9,17
19MAY2020,8,4
19MAY2020,7,3
19MAY2020,6,1
19MAY2020,5,5
19MAY2020,4,1
19MAY2020,3,3
19MAY2020,2,6
19MAY2020,1,13
19MAY2020,0,13
18MAY2020,23,9
18MAY2020,22,13
18MAY2020,21,20
18MAY2020,20,29
18MAY2020,19,23
18MAY2020,18,29
18MAY2020,17,20
18MAY2020,16,32
18MAY2020,15,36
18MAY2020,14,24
18MAY2020,13,27
18MAY2020,12,18
18MAY2020,11,22
18MAY2020,10,17
18MAY2020,9,15
18MAY2020,8,4
18MAY2020,7,7
18MAY2020,6,4
18MAY2020,5,3
18MAY2020,4,6
18MAY2020,3,5
18MAY2020,2,11
18MAY2020,1,6
18MAY2020,0,17
17MAY2020,23,14
17MAY2020,22,23
17MAY2020,21,13
17MAY2020,20,19
17MAY2020,19,14
17MAY2020,18,14
17MAY2020,17,12
17MAY2020,16,20
17MAY2020,15,11
17MAY2020,14,16
17MAY2020,13,12
17MAY2020,12,13
17MAY2020,11,13
17MAY2020,10,7
17MAY2020,9,7
17MAY2020,8,1
17MAY2020,7,3
17MAY2020,6,4
17MAY2020,4,6
17MAY2020,3,9
17MAY2020,2,3
17MAY2020,1,11
17MAY2020,0,13
16MAY2020,23,13
16MAY2020,22,13
16MAY2020,21,17
16MAY2020,20,20
16MAY2020,19,17
16MAY2020,18,20
16MAY2020,17,16
16MAY2020,16,19
16MAY2020,15,15
16MAY2020,14,14
16MAY2020,13,10
16MAY2020,12,9
16MAY2020,11,8
16MAY2020,10,7
16MAY2020,9,8
16MAY2020,8,6
16MAY2020,7,1
16MAY2020,6,2
16MAY2020,5,3
16MAY2020,4,2
16MAY2020,3,1
16MAY2020,2,5
16MAY2020,1,2
16MAY2020,0,7
15MAY2020,23,11
15MAY2020,22,10
15MAY2020,21,20
15MAY2020,20,25
15MAY2020,19,19
15MAY2020,18,22
15MAY2020,17,27
15MAY2020,16,26
15MAY2020,15,22
15MAY2020,14,16
15MAY2020,13,23
15MAY2020,12,5
15MAY2020,11,10
15MAY2020,10,10
15MAY2020,9,10
15MAY2020,8,6
15MAY2020,7,5
15MAY2020,6,1
15MAY2020,5,3
15MAY2020,4,5
15MAY2020,3,4
15MAY2020,2,8
15MAY2020,1,5
15MAY2020,0,16
14MAY2020,23,17
14MAY2020,22,26
14MAY2020,21,22
14MAY2020,20,16
14MAY2020,19,22
14MAY2020,18,22
14MAY2020,17,22
14MAY2020,16,17
14MAY2020,15,26
14MAY2020,14,20
14MAY2020,13,31
14MAY2020,12,23
14MAY2020,11,21
14MAY2020,10,10
14MAY2020,9,11
14MAY2020,8,9
14MAY2020,7,3
14MAY2020,6,2
14MAY2020,5,1
14MAY2020,4,4
14MAY2020,3,2
14MAY2020,2,4
14MAY2020,1,8
14MAY2020,0,8
13MAY2020,23,11
13MAY2020,22,23
13MAY2020,21,24
13MAY2020,20,20
13MAY2020,19,29
13MAY2020,18,22
13MAY2020,17,28
13MAY2020,16,27
13MAY2020,15,26
13MAY2020,14,23
13MAY2020,13,19
13MAY2020,12,12
13MAY2020,11,19
13MAY2020,10,19
13MAY2020,9,9
13MAY2020,8,10
13MAY2020,7,2
13MAY2020,6,1
13MAY2020,5,3
13MAY2020,4,1
13MAY2020,3,2
13MAY2020,2,8
13MAY2020,1,12
13MAY2020,0,16
12MAY2020,23,15
12MAY2020,22,13
12MAY2020,21,26
12MAY2020,20,19
12MAY2020,19,28
12MAY2020,18,32
12MAY2020,17,28
12MAY2020,16,21
12MAY2020,15,25
12MAY2020,14,20
12MAY2020,13,18
12MAY2020,12,17
12MAY2020,11,25
12MAY2020,10,12
12MAY2020,9,10
12MAY2020,8,11
12MAY2020,7,4
12MAY2020,6,6
12MAY2020,5,4
12MAY2020,4,3
12MAY2020,3,3
12MAY2020,2,7
12MAY2020,1,6
12MAY2020,0,13
11MAY2020,23,19
11MAY2020,22,13
11MAY2020,21,13
11MAY2020,20,16
11MAY2020,19,26
11MAY2020,18,15
11MAY2020,17,21
11MAY2020,16,22
11MAY2020,15,37
11MAY2020,14,21
11MAY2020,13,27
11MAY2020,12,17
11MAY2020,11,25
11MAY2020,10,13
11MAY2020,9,9
11MAY2020,8,9
11MAY2020,7,6
11MAY2020,6,7
11MAY2020,4,3
11MAY2020,3,7
11MAY2020,2,7
11MAY2020,1,4
11MAY2020,0,18
10MAY2020,23,17
10MAY2020,22,14
10MAY2020,21,14
10MAY2020,20,19
10MAY2020,19,12
10MAY2020,18,18
10MAY2020,17,17
10MAY2020,16,15
10MAY2020,15,7
10MAY2020,14,8
10MAY2020,13,16
10MAY2020,12,13
10MAY2020,11,2
10MAY2020,10,7
10MAY2020,9,1
10MAY2020,8,5
10MAY2020,7,1
10MAY2020,6,1
10MAY2020,5,3
10MAY2020,4,1
10MAY2020,3,6
10MAY2020,2,8
10MAY2020,1,12
10MAY2020,0,6
09MAY2020,23,9
09MAY2020,22,16
09MAY2020,21,14
09MAY2020,20,14
09MAY2020,19,26
09MAY2020,18,14
09MAY2020,17,19
09MAY2020,16,13
09MAY2020,15,10
09MAY2020,14,17
09MAY2020,13,10
09MAY2020,12,13
09MAY2020,11,14
09MAY2020,10,7
09MAY2020,9,4
09MAY2020,8,3
09MAY2020,7,3
09MAY2020,6,5
09MAY2020,5,2
09MAY2020,4,3
09MAY2020,3,3
09MAY2020,2,9
09MAY2020,1,6
09MAY2020,0,16
08MAY2020,23,23
08MAY2020,22,16
08MAY2020,21,18
08MAY2020,20,24
08MAY2020,19,15
08MAY2020,18,19
08MAY2020,17,20
08MAY2020,16,19
08MAY2020,15,13
08MAY2020,14,20
08MAY2020,13,10
08MAY2020,12,20
08MAY2020,11,14
08MAY2020,10,16
08MAY2020,9,12
08MAY2020,8,6
08MAY2020,7,4
08MAY2020,6,1
08MAY2020,5,3
08MAY2020,4,1
08MAY2020,2,2
08MAY2020,1,8
08MAY2020,0,18
07MAY2020,23,11
07MAY2020,22,12
07MAY2020,21,22
07MAY2020,20,18
07MAY2020,19,12
07MAY2020,18,30
07MAY2020,17,12
07MAY2020,16,13
07MAY2020,15,32
07MAY2020,14,21
07MAY2020,13,16
07MAY2020,12,14
07MAY2020,11,15
07MAY2020,10,8
07MAY2020,9,9
07MAY2020,8,3
07MAY2020,7,2
07MAY2020,6,3
07MAY2020,5,2
07MAY2020,4,3
07MAY2020,3,4
07MAY2020,2,5
07MAY2020,1,10
07MAY2020,0,13
06MAY2020,23,8
06MAY2020,22,12
06MAY2020,21,13
06MAY2020,20,16
06MAY2020,19,21
06MAY2020,18,15
06MAY2020,17,25
06MAY2020,16,13
06MAY2020,15,23
06MAY2020,14,20
06MAY2020,13,19
06MAY2020,12,10
06MAY2020,11,16
06MAY2020,10,13
06MAY2020,9,6
06MAY2020,8,7
06MAY2020,7,2
06MAY2020,6,2
06MAY2020,5,2
06MAY2020,4,1
06MAY2020,3,5
06MAY2020,2,3
06MAY2020,1,7
06MAY2020,0,10
05MAY2020,23,10
05MAY2020,22,7
05MAY2020,21,23
05MAY2020,20,17
05MAY2020,19,17
05MAY2020,18,16
05MAY2020,17,20
05MAY2020,16,20
05MAY2020,15,22
05MAY2020,14,15
05MAY2020,13,14
05MAY2020,12,11
05MAY2020,11,19
05MAY2020,10,10
05MAY2020,9,6
05MAY2020,8,5
05MAY2020,7,3
05MAY2020,6,1
05MAY2020,5,2
05MAY2020,3,4
05MAY2020,2,6
05MAY2020,1,9
05MAY2020,0,8
04MAY2020,23,10
04MAY2020,22,19
04MAY2020,21,28
04MAY2020,20,13
04MAY2020,19,15
04MAY2020,18,17
04MAY2020,17,24
04MAY2020,16,29
04MAY2020,15,18
04MAY2020,14,17
04MAY2020,13,17
04MAY2020,12,12
04MAY2020,11,23
04MAY2020,10,19
04MAY2020,9,7
04MAY2020,8,7
04MAY2020,7,3
04MAY2020,6,2
04MAY2020,5,4
04MAY2020,4,3
04MAY2020,3,1
04MAY2020,2,8
04MAY2020,1,1
04MAY2020,0,1
03MAY2020,23,2
03MAY2020,22,15
03MAY2020,21,12
03MAY2020,20,19
03MAY2020,19,2
03MAY2020,18,1
03MAY2020,17,1
03MAY2020,16,1
03MAY2020,15,2
03MAY2020,14,16
03MAY2020,13,17
03MAY2020,12,15
03MAY2020,11,1
03MAY2020,10,3
03MAY2020,9,2
03MAY2020,8,1
03MAY2020,7,4
03MAY2020,6,2
03MAY2020,5,1
03MAY2020,4,2
03MAY2020,3,6
03MAY2020,2,3
03MAY2020,1,1
03MAY2020,0,9
02MAY2020,23,1
02MAY2020,22,1
02MAY2020,21,2
02MAY2020,20,1
02MAY2020,19,12
02MAY2020,18,1
02MAY2020,17,12
02MAY2020,16,15
02MAY2020,15,17
02MAY2020,14,17
02MAY2020,13,1
02MAY2020,12,12
02MAY2020,11,12
02MAY2020,10,2
02MAY2020,9,1
02MAY2020,8,4
02MAY2020,7,3
02MAY2020,6,4
02MAY2020,5,3
02MAY2020,4,1
02MAY2020,3,1
02MAY2020,2,1
02MAY2020,1,1
02MAY2020,0,3
01MAY2020,23,5
01MAY2020,22,1
01MAY2020,21,1
01MAY2020,20,2
01MAY2020,19,17
01MAY2020,18,15
01MAY2020,17,9
01MAY2020,16,1
01MAY2020,15,13
01MAY2020,14,16
01MAY2020,13,1
01MAY2020,12,2
01MAY2020,11,11
01MAY2020,10,1
01MAY2020,9,5
01MAY2020,8,3
01MAY2020,7,1
01MAY2020,6,2
01MAY2020,5,1
01MAY2020,4,1
01MAY2020,3,1
01MAY2020,2,13
01MAY2020,1,1
01MAY2020,0,4
30APR2020,23,7
30APR2020,22,16
30APR2020,21,2
30APR2020,20,3
30APR2020,19,19
30APR2020,18,17
30APR2020,17,1
30APR2020,16,1
30APR2020,15,1
30APR2020,14,3
30APR2020,13,21
30APR2020,12,21
30APR2020,11,15
30APR2020,10,10
30APR2020,9,1
30APR2020,8,1
30APR2020,7,3
30APR2020,6,3
30APR2020,5,4
30APR2020,4,2
30APR2020,3,1
30APR2020,2,9
30APR2020,1,2
30APR2020,0,7
29APR2020,23,12
29APR2020,22,2
29APR2020,21,14
29APR2020,20,1
29APR2020,19,1
29APR2020,18,22
29APR2020,17,24
29APR2020,16,1
29APR2020,15,17
29APR2020,14,3
29APR2020,13,28
29APR2020,12,1
29APR2020,11,22
29APR2020,10,14
29APR2020,9,10
29APR2020,8,10
29APR2020,7,7
29APR2020,5,1
29APR2020,4,4
29APR2020,3,7
29APR2020,2,1
29APR2020,1,1
29APR2020,0,14
28APR2020,23,16
28APR2020,22,4
28APR2020,21,19
28APR2020,20,3
28APR2020,19,2
28APR2020,18,2
28APR2020,17,2
28APR2020,16,5
28APR2020,15,32
28APR2020,14,1
28APR2020,13,16
28APR2020,12,17
28APR2020,11,1
28APR2020,10,1
28APR2020,9,1
28APR2020,8,7
28APR2020,7,3
28APR2020,6,2
28APR2020,5,1
28APR2020,4,2
28APR2020,3,5
28APR2020,2,9
28APR2020,1,1
28APR2020,0,1
27APR2020,23,16
27APR2020,22,2
27APR2020,21,23
27APR2020,20,19
27APR2020,19,18
27APR2020,18,29
27APR2020,17,33
27APR2020,16,24
27APR2020,15,44
27APR2020,14,40
27APR2020,13,22
27APR2020,12,26
27APR2020,11,22
27APR2020,10,23
27APR2020,9,10
27APR2020,8,4
27APR2020,7,7
27APR2020,6,5
27APR2020,5,4
27APR2020,4,2
27APR2020,3,12
27APR2020,2,7
27APR2020,1,9
27APR2020,0,15
26APR2020,23,22
26APR2020,22,18
26APR2020,21,15
26APR2020,20,18
26APR2020,19,29
26APR2020,18,22
26APR2020,17,31
26APR2020,16,15
26APR2020,15,22
26APR2020,14,17
26APR2020,13,17
26APR2020,12,16
26APR2020,11,19
26APR2020,10,5
26APR2020,9,4
26APR2020,8,6
26APR2020,7,3
26APR2020,6,5
26APR2020,5,1
26APR2020,4,6
26APR2020,3,4
26APR2020,2,6
26APR2020,1,16
26APR2020,0,12
25APR2020,23,14
25APR2020,22,24
25APR2020,21,21
25APR2020,20,24
25APR2020,19,21
25APR2020,18,26
25APR2020,17,17
25APR2020,16,23
25APR2020,15,16
25APR2020,14,14
25APR2020,13,25
25APR2020,12,23
25APR2020,11,18
25APR2020,10,14
25APR2020,9,10
25APR2020,8,7
25APR2020,7,5
25APR2020,6,1
25APR2020,5,6
25APR2020,4,7
25APR2020,3,4
25APR2020,2,13
25APR2020,1,9
25APR2020,0,19
24APR2020,23,18
24APR2020,22,19
24APR2020,21,31
24APR2020,20,19
24APR2020,19,25
24APR2020,18,27
24APR2020,17,27
24APR2020,16,14
24APR2020,15,23
24APR2020,14,22
24APR2020,13,20
24APR2020,12,23
24APR2020,11,24
24APR2020,10,20
24APR2020,9,15
24APR2020,8,7
24APR2020,7,5
24APR2020,5,4
24APR2020,4,4
24APR2020,3,5
24APR2020,2,11
24APR2020,1,10
24APR2020,0,13
23APR2020,23,21
23APR2020,22,21
23APR2020,21,24
23APR2020,20,26
23APR2020,19,34
23APR2020,18,18
23APR2020,17,30
23APR2020,16,37
23APR2020,15,26
23APR2020,14,26
23APR2020,13,26
23APR2020,12,30
23APR2020,11,27
23APR2020,10,19
23APR2020,9,18
23APR2020,8,4
23APR2020,7,5
23APR2020,6,3
23APR2020,5,5
23APR2020,4,3
23APR2020,3,7
23APR2020,2,7
23APR2020,1,13
23APR2020,0,10
22APR2020,23,20
22APR2020,22,21
22APR2020,21,18
22APR2020,20,30
22APR2020,19,32
22APR2020,18,18
22APR2020,17,25
22APR2020,16,40
22APR2020,15,27
22APR2020,14,14
22APR2020,13,29
22APR2020,12,29
22APR2020,11,28
22APR2020,10,20
22APR2020,9,7
22APR2020,8,13
22APR2020,7,8
22APR2020,6,5
22APR2020,5,3
22APR2020,4,5
22APR2020,3,6
22APR2020,2,7
22APR2020,1,11
22APR2020,0,16
21APR2020,23,22
21APR2020,22,17
21APR2020,21,36
21APR2020,20,25
21APR2020,19,28
21APR2020,18,29
21APR2020,17,30
21APR2020,16,18
21APR2020,15,34
21APR2020,14,5
20APR2020,22,1
20APR2020,20,1
20APR2020,19,1
20APR2020,18,1
20APR2020,17,1
20APR2020,16,1
19APR2020,22,5
19APR2020,21,26
19APR2020,20,32
19APR2020,19,29
19APR2020,18,23
19APR2020,17,30
19APR2020,16,32
19APR2020,15,22
19APR2020,14,29
19APR2020,13,25
19APR2020,12,21
19APR2020,11,21
19APR2020,10,13
19APR2020,9,9
19APR2020,8,9
19APR2020,7,4
19APR2020,6,1
19APR2020,5,3
19APR2020,4,5
19APR2020,3,7
19APR2020,2,7
19APR2020,1,14
19APR2020,0,20
18APR2020,23,17
18APR2020,22,17
18APR2020,21,26
18APR2020,20,29
18APR2020,19,31
18APR2020,18,31
18APR2020,17,35
18APR2020,16,26
18APR2020,15,26
18APR2020,14,27
18APR2020,13,15
18APR2020,12,21
18APR2020,11,17
18APR2020,10,23
18APR2020,9,13
18APR2020,8,9
18APR2020,7,9
18APR2020,6,4
18APR2020,5,3
18APR2020,4,8
18APR2020,3,8
18APR2020,2,10
18APR2020,1,15
18APR2020,0,21
17APR2020,23,22
17APR2020,22,26
17APR2020,21,36
17APR2020,20,33
17APR2020,19,36
17APR2020,18,44
17APR2020,17,35
17APR2020,16,39
17APR2020,15,39
17APR2020,14,40
17APR2020,13,37
17APR2020,12,30
17APR2020,11,27
17APR2020,10,27
17APR2020,9,18
17APR2020,8,10
17APR2020,7,12
17APR2020,6,2
17APR2020,5,8
17APR2020,4,4
17APR2020,3,4
17APR2020,2,5
17APR2020,1,10
17APR2020,0,21
16APR2020,23,30
16APR2020,22,23
16APR2020,21,29
16APR2020,20,40
16APR2020,19,43
16APR2020,18,40
16APR2020,17,41
16APR2020,16,35
16APR2020,15,32
16APR2020,14,46
16APR2020,13,42
16APR2020,12,42
16APR2020,11,25
16APR2020,10,25
16APR2020,9,20
16APR2020,8,9
16APR2020,7,7
16APR2020,6,4
16APR2020,5,7
16APR2020,4,9
16APR2020,3,6
16APR2020,2,8
16APR2020,1,13
16APR2020,0,24
15APR2020,23,24
15APR2020,22,19
15APR2020,21,29
15APR2020,20,33
15APR2020,19,29
15APR2020,18,35
15APR2020,17,49
15APR2020,16,32
15APR2020,15,20
15APR2020,14,11
15APR2020,13,13
15APR2020,12,18
15APR2020,11,15
15APR2020,10,12
15APR2020,9,3
15APR2020,8,5
15APR2020,7,5
15APR2020,6,3
15APR2020,5,1
15APR2020,4,1
15APR2020,3,4
15APR2020,2,8
15APR2020,1,7
15APR2020,0,14
14APR2020,23,11
14APR2020,22,12
14APR2020,21,22
14APR2020,20,32
14APR2020,19,43
14APR2020,18,50
14APR2020,17,33
14APR2020,16,41
14APR2020,15,33
14APR2020,14,49
14APR2020,13,31
14APR2020,12,26
14APR2020,11,32
14APR2020,10,33
14APR2020,9,14
14APR2020,8,2
14APR2020,7,4
14APR2020,6,6
14APR2020,4,2
14APR2020,3,11
14APR2020,2,15
14APR2020,1,10
13APR2020,23,2
13APR2020,22,32
13APR2020,21,47
13APR2020,20,26
13APR2020,19,37
13APR2020,18,43
13APR2020,17,52
13APR2020,16,45
13APR2020,15,49
13APR2020,14,45
13APR2020,13,47
13APR2020,12,48
13APR2020,11,38
13APR2020,10,37
13APR2020,9,22
13APR2020,8,12
13APR2020,7,1
13APR2020,6,2
13APR2020,5,5
13APR2020,4,8
13APR2020,3,12
13APR2020,2,15
13APR2020,1,22
13APR2020,0,22
12APR2020,23,32
12APR2020,22,36
12APR2020,21,46
12APR2020,20,44
12APR2020,19,36
12APR2020,18,32
12APR2020,17,26
12APR2020,16,27
12APR2020,15,21
12APR2020,14,20
12APR2020,13,19
12APR2020,12,29
12APR2020,11,25
12APR2020,10,15
12APR2020,9,10
12APR2020,8,13
12APR2020,7,5
12APR2020,6,2
12APR2020,5,4
12APR2020,4,11
12APR2020,3,15
12APR2020,2,18
12APR2020,1,22
12APR2020,0,18
11APR2020,23,24
11APR2020,22,31
11APR2020,21,39
11APR2020,20,36
11APR2020,19,42
11APR2020,18,34
11APR2020,17,44
11APR2020,16,29
11APR2020,15,36
11APR2020,14,32
11APR2020,13,26
11APR2020,12,32
11APR2020,11,13
11APR2020,10,17
11APR2020,9,14
11APR2020,8,12
11APR2020,7,7
11APR2020,6,6
11APR2020,5,12
11APR2020,4,13
11APR2020,3,8
11APR2020,2,13
11APR2020,1,23
11APR2020,0,27
10APR2020,23,27
10APR2020,22,36
10APR2020,21,27
10APR2020,20,42
10APR2020,19,38
10APR2020,18,50
10APR2020,17,47
10APR2020,16,38
10APR2020,15,33
10APR2020,14,54
10APR2020,13,28
10APR2020,12,31
10APR2020,11,27
10APR2020,10,27
10APR2020,9,13
10APR2020,8,11
10APR2020,7,8
10APR2020,6,5
10APR2020,5,7
10APR2020,4,6
10APR2020,3,11
10APR2020,2,17
10APR2020,1,21
10APR2020,0,28
09APR2020,23,29
09APR2020,22,28
09APR2020,21,47
09APR2020,20,49
09APR2020,19,50
09APR2020,18,47
09APR2020,17,47
09APR2020,16,46
09APR2020,15,45
09APR2020,14,41
09APR2020,13,38
09APR2020,12,30
09APR2020,11,38
09APR2020,10,23
09APR2020,9,19
09APR2020,8,10
09APR2020,7,4
09APR2020,6,7
09APR2020,5,5
09APR2020,4,8
09APR2020,3,6
09APR2020,2,9
09APR2020,1,18
09APR2020,0,22
08APR2020,23,39
08APR2020,22,43
08APR2020,21,51
08APR2020,20,47
08APR2020,19,56
08APR2020,18,49
08APR2020,17,58
08APR2020,16,66
08APR2020,15,53
08APR2020,14,50
08APR2020,13,58
08APR2020,12,37
08APR2020,11,50
08APR2020,10,43
08APR2020,9,27
08APR2020,8,24
08APR2020,7,8
08APR2020,6,11
08APR2020,4,7
08APR2020,3,9
08APR2020,2,21
08APR2020,1,14
08APR2020,0,26
07APR2020,23,26
07APR2020,22,41
07APR2020,21,68
07APR2020,20,53
07APR2020,19,52
07APR2020,18,57
07APR2020,17,65
07APR2020,16,77
07APR2020,15,54
07APR2020,14,58
07APR2020,13,51
07APR2020,12,47
07APR2020,11,47
07APR2020,10,30
07APR2020,9,34
07APR2020,8,20
07APR2020,7,8
07APR2020,6,10
07APR2020,5,6
07APR2020,4,7
07APR2020,3,14
07APR2020,2,13
07APR2020,1,33
07APR2020,0,33
06APR2020,23,43
06APR2020,22,29
06APR2020,21,66
06APR2020,20,53
06APR2020,19,74
06APR2020,18,60
06APR2020,17,71
06APR2020,16,58
06APR2020,15,57
06APR2020,14,48
06APR2020,13,59
06APR2020,12,59
06APR2020,11,46
06APR2020,10,47
06APR2020,9,28
06APR2020,8,14
06APR2020,7,12
06APR2020,6,6
06APR2020,5,7
06APR2020,4,5
06APR2020,3,18
06APR2020,2,18
06APR2020,1,27
06APR2020,0,32
05APR2020,23,45
05APR2020,22,38
05APR2020,21,48
05APR2020,20,59
05APR2020,19,58
05APR2020,18,42
05APR2020,17,48
05APR2020,16,37
05APR2020,15,36
05APR2020,14,50
05APR2020,13,43
05APR2020,12,39
05APR2020,11,38
05APR2020,10,28
05APR2020,9,21
05APR2020,8,9
05APR2020,7,8
05APR2020,6,8
05APR2020,5,7
05APR2020,4,7
05APR2020,3,20
05APR2020,2,15
05APR2020,1,21
05APR2020,0,34
04APR2020,23,37
04APR2020,22,45
04APR2020,21,47
04APR2020,20,60
04APR2020,19,47
04APR2020,18,61
04APR2020,17,38
04APR2020,16,59
04APR2020,15,52
04APR2020,14,57
04APR2020,13,40
04APR2020,12,36
04APR2020,11,26
04APR2020,10,24
04APR2020,9,11
04APR2020,8,18
04APR2020,7,7
04APR2020,6,9
04APR2020,5,12
04APR2020,4,10
04APR2020,3,14
04APR2020,2,15
04APR2020,1,17
04APR2020,0,40
03APR2020,23,46
03APR2020,22,55
03APR2020,21,56
03APR2020,20,57
03APR2020,19,69
03APR2020,18,71
03APR2020,17,48
03APR2020,16,65
03APR2020,15,68
03APR2020,14,44
03APR2020,13,53
03APR2020,12,77
03APR2020,11,56
03APR2020,10,38
03APR2020,9,29
03APR2020,8,19
03APR2020,7,16
03APR2020,6,8
03APR2020,5,12
03APR2020,4,23
03APR2020,3,18
03APR2020,2,18
03APR2020,1,37
03APR2020,0,46
02APR2020,23,56
02APR2020,22,69
02APR2020,21,75
02APR2020,20,90
02APR2020,19,77
02APR2020,18,76
02APR2020,17,90
02APR2020,16,71
02APR2020,15,81
02APR2020,14,69
02APR2020,13,57
02APR2020,12,64
02APR2020,11,59
02APR2020,10,51
02APR2020,9,38
02APR2020,8,21
02APR2020,7,7
02APR2020,6,14
02APR2020,5,13
02APR2020,4,14
02APR2020,3,30
02APR2020,2,25
02APR2020,1,44
02APR2020,0,49
01APR2020,23,61
01APR2020,22,55
01APR2020,21,77
01APR2020,20,73
01APR2020,19,81
01APR2020,18,92
01APR2020,17,66
01APR2020,16,93
01APR2020,15,72
01APR2020,14,85
01APR2020,13,83
01APR2020,12,79
01APR2020,11,78
01APR2020,10,62
01APR2020,9,43
01APR2020,8,21
01APR2020,7,17
01APR2020,6,10
01APR2020,5,5
01APR2020,4,14
01APR2020,3,14
01APR2020,2,30
01APR2020,1,32
01APR2020,0,46
31MAR2020,23,46
31MAR2020,22,57
31MAR2020,21,83
31MAR2020,20,84
31MAR2020,19,70
31MAR2020,18,86
31MAR2020,17,63
31MAR2020,16,63
31MAR2020,15,60
31MAR2020,14,58
31MAR2020,13,47
31MAR2020,12,67
31MAR2020,11,54
31MAR2020,10,45
31MAR2020,9,29
31MAR2020,8,27
31MAR2020,7,8
31MAR2020,6,7
31MAR2020,5,13
31MAR2020,4,13
31MAR2020,3,20
31MAR2020,2,19
31MAR2020,1,29
31MAR2020,0,51
30MAR2020,23,44
30MAR2020,22,56
30MAR2020,21,77
30MAR2020,20,61
30MAR2020,19,55
30MAR2020,18,64
30MAR2020,17,72
30MAR2020,16,74
30MAR2020,15,85
30MAR2020,14,78
30MAR2020,13,65
30MAR2020,12,71
30MAR2020,11,55
30MAR2020,10,50
30MAR2020,9,32
30MAR2020,8,22
30MAR2020,7,7
30MAR2020,6,7
30MAR2020,5,13
30MAR2020,4,14
30MAR2020,3,15
30MAR2020,2,21
30MAR2020,1,31
30MAR2020,0,41
29MAR2020,23,65
29MAR2020,22,53
29MAR2020,21,72
29MAR2020,20,71
29MAR2020,19,70
29MAR2020,18,50
29MAR2020,17,56
29MAR2020,16,59
29MAR2020,15,58
29MAR2020,14,57
29MAR2020,13,58
29MAR2020,12,55
29MAR2020,11,40
29MAR2020,10,39
29MAR2020,9,24
29MAR2020,8,14
29MAR2020,7,7
29MAR2020,6,9
29MAR2020,5,9
29MAR2020,4,8
29MAR2020,3,8
29MAR2020,2,31
29MAR2020,1,28
29MAR2020,0,43
28MAR2020,23,55
28MAR2020,22,61
28MAR2020,21,69
28MAR2020,20,57
