fecha,hora,triage_cantidad
19JUL2020,21,15
19JUL2020,20,14
19JUL2020,19,15
19JUL2020,18,13
19JUL2020,17,14
19JUL2020,16,20
19JUL2020,15,18
19JUL2020,14,16
19JUL2020,13,20
19JUL2020,12,13
19JUL2020,11,16
19JUL2020,10,9
19JUL2020,9,6
19JUL2020,8,6
19JUL2020,7,2
19JUL2020,6,2
19JUL2020,5,1
19JUL2020,4,1
19JUL2020,3,5
19JUL2020,2,6
19JUL2020,1,10
19JUL2020,0,10
18JUL2020,23,14
18JUL2020,22,16
18JUL2020,21,15
18JUL2020,20,21
18JUL2020,19,12
18JUL2020,18,13
18JUL2020,17,12
18JUL2020,16,14
18JUL2020,15,12
18JUL2020,14,18
18JUL2020,13,20
18JUL2020,12,11
18JUL2020,11,16
18JUL2020,10,13
18JUL2020,9,5
18JUL2020,8,8
18JUL2020,7,2
18JUL2020,6,1
18JUL2020,5,5
18JUL2020,4,6
18JUL2020,3,2
18JUL2020,2,1
18JUL2020,1,7
18JUL2020,0,16
17JUL2020,23,13
17JUL2020,22,20
17JUL2020,21,20
17JUL2020,20,12
17JUL2020,19,18
17JUL2020,18,14
17JUL2020,17,10
17JUL2020,16,24
17JUL2020,15,23
17JUL2020,14,18
17JUL2020,13,25
17JUL2020,12,23
17JUL2020,11,15
17JUL2020,10,12
17JUL2020,9,9
17JUL2020,8,6
17JUL2020,7,2
17JUL2020,6,1
17JUL2020,4,4
17JUL2020,3,2
17JUL2020,2,1
17JUL2020,1,6
17JUL2020,0,7
16JUL2020,23,12
16JUL2020,22,15
16JUL2020,21,20
16JUL2020,20,11
16JUL2020,19,14
16JUL2020,18,15
16JUL2020,17,27
16JUL2020,16,16
16JUL2020,15,16
16JUL2020,14,13
16JUL2020,13,17
16JUL2020,12,17
16JUL2020,11,23
16JUL2020,10,8
16JUL2020,9,12
16JUL2020,8,4
16JUL2020,7,2
16JUL2020,6,1
16JUL2020,5,2
16JUL2020,4,2
16JUL2020,3,1
16JUL2020,2,4
16JUL2020,1,8
16JUL2020,0,13
15JUL2020,23,7
15JUL2020,22,15
15JUL2020,21,20
15JUL2020,20,14
15JUL2020,19,20
15JUL2020,18,14
15JUL2020,17,13
15JUL2020,16,20
15JUL2020,15,25
15JUL2020,14,17
15JUL2020,13,28
15JUL2020,12,18
15JUL2020,11,18
15JUL2020,10,14
15JUL2020,9,8
15JUL2020,8,3
15JUL2020,7,4
15JUL2020,6,5
15JUL2020,5,2
15JUL2020,4,1
15JUL2020,3,2
15JUL2020,2,6
15JUL2020,1,7
15JUL2020,0,7
14JUL2020,23,12
14JUL2020,22,15
14JUL2020,21,22
14JUL2020,20,17
14JUL2020,19,21
14JUL2020,18,22
14JUL2020,17,15
14JUL2020,16,15
14JUL2020,15,10
14JUL2020,14,15
14JUL2020,13,25
14JUL2020,12,20
14JUL2020,11,13
14JUL2020,10,9
14JUL2020,9,6
14JUL2020,8,5
14JUL2020,7,1
14JUL2020,4,2
14JUL2020,3,2
14JUL2020,2,4
14JUL2020,1,7
14JUL2020,0,8
13JUL2020,23,8
13JUL2020,22,5
13JUL2020,21,14
13JUL2020,20,11
13JUL2020,19,12
13JUL2020,18,15
13JUL2020,17,15
13JUL2020,16,9
13JUL2020,15,17
13JUL2020,14,17
13JUL2020,13,20
13JUL2020,12,16
13JUL2020,11,17
13JUL2020,10,13
13JUL2020,9,11
13JUL2020,8,7
13JUL2020,7,4
13JUL2020,6,1
13JUL2020,5,2
13JUL2020,4,3
13JUL2020,3,1
13JUL2020,2,2
13JUL2020,1,2
13JUL2020,0,11
12JUL2020,23,9
12JUL2020,22,14
12JUL2020,21,17
12JUL2020,20,19
12JUL2020,19,16
12JUL2020,18,11
12JUL2020,17,10
12JUL2020,16,11
12JUL2020,15,13
12JUL2020,14,12
12JUL2020,13,13
12JUL2020,12,11
12JUL2020,11,7
12JUL2020,10,4
12JUL2020,9,1
12JUL2020,8,2
12JUL2020,7,1
12JUL2020,6,3
12JUL2020,5,2
12JUL2020,4,1
12JUL2020,3,6
12JUL2020,2,6
12JUL2020,1,7
12JUL2020,0,9
11JUL2020,23,5
11JUL2020,22,8
11JUL2020,21,11
11JUL2020,20,8
11JUL2020,19,10
11JUL2020,18,18
11JUL2020,17,16
11JUL2020,16,17
11JUL2020,15,10
11JUL2020,14,9
11JUL2020,13,14
11JUL2020,12,12
11JUL2020,11,8
11JUL2020,10,8
11JUL2020,9,5
11JUL2020,8,6
11JUL2020,7,3
11JUL2020,6,2
11JUL2020,4,1
11JUL2020,3,2
11JUL2020,2,8
11JUL2020,1,3
11JUL2020,0,5
10JUL2020,23,10
10JUL2020,22,13
10JUL2020,21,9
10JUL2020,20,20
10JUL2020,19,13
10JUL2020,18,11
10JUL2020,17,19
10JUL2020,16,13
10JUL2020,15,12
10JUL2020,14,15
10JUL2020,13,9
10JUL2020,12,13
10JUL2020,11,13
10JUL2020,10,11
10JUL2020,9,7
10JUL2020,8,3
10JUL2020,7,1
10JUL2020,6,3
10JUL2020,5,4
10JUL2020,4,2
10JUL2020,3,5
10JUL2020,2,1
10JUL2020,1,5
10JUL2020,0,5
09JUL2020,23,9
09JUL2020,22,15
09JUL2020,21,12
09JUL2020,20,14
09JUL2020,19,9
09JUL2020,18,19
09JUL2020,17,9
09JUL2020,16,14
09JUL2020,15,17
09JUL2020,14,9
09JUL2020,13,10
09JUL2020,12,14
09JUL2020,11,12
09JUL2020,10,14
09JUL2020,9,9
09JUL2020,8,2
09JUL2020,5,4
09JUL2020,4,1
09JUL2020,3,3
09JUL2020,2,4
09JUL2020,1,3
09JUL2020,0,11
08JUL2020,23,11
08JUL2020,22,8
08JUL2020,21,20
08JUL2020,20,15
08JUL2020,19,18
08JUL2020,18,14
08JUL2020,17,13
08JUL2020,16,15
08JUL2020,15,22
08JUL2020,14,16
08JUL2020,13,11
08JUL2020,12,14
08JUL2020,11,16
08JUL2020,10,17
08JUL2020,9,5
08JUL2020,8,2
08JUL2020,7,4
08JUL2020,5,1
08JUL2020,4,2
08JUL2020,3,8
08JUL2020,2,2
08JUL2020,1,5
08JUL2020,0,3
07JUL2020,23,4
07JUL2020,22,4
07JUL2020,21,7
07JUL2020,20,13
07JUL2020,19,8
07JUL2020,18,17
07JUL2020,17,12
07JUL2020,16,6
07JUL2020,15,8
07JUL2020,14,14
07JUL2020,13,13
07JUL2020,12,14
07JUL2020,11,10
07JUL2020,10,16
07JUL2020,9,10
07JUL2020,8,2
07JUL2020,7,2
07JUL2020,6,3
07JUL2020,4,1
07JUL2020,3,1
07JUL2020,2,3
07JUL2020,1,2
07JUL2020,0,7
06JUL2020,23,6
06JUL2020,22,7
06JUL2020,21,15
06JUL2020,20,9
06JUL2020,19,16
06JUL2020,18,8
06JUL2020,17,12
06JUL2020,16,5
06JUL2020,15,14
06JUL2020,14,14
06JUL2020,13,15
06JUL2020,12,14
06JUL2020,11,14
06JUL2020,10,8
06JUL2020,9,11
06JUL2020,8,2
06JUL2020,7,5
06JUL2020,6,1
06JUL2020,4,2
06JUL2020,3,2
06JUL2020,2,1
06JUL2020,1,7
06JUL2020,0,4
05JUL2020,23,14
05JUL2020,22,15
05JUL2020,21,7
05JUL2020,20,11
05JUL2020,19,9
05JUL2020,18,8
05JUL2020,17,12
05JUL2020,16,7
05JUL2020,15,11
05JUL2020,14,8
05JUL2020,13,15
05JUL2020,12,13
05JUL2020,11,11
05JUL2020,10,5
05JUL2020,9,1
05JUL2020,8,4
05JUL2020,6,2
05JUL2020,5,2
05JUL2020,3,2
05JUL2020,2,4
05JUL2020,1,5
05JUL2020,0,4
04JUL2020,23,10
04JUL2020,22,13
04JUL2020,21,12
04JUL2020,20,11
04JUL2020,19,20
04JUL2020,18,15
04JUL2020,17,8
04JUL2020,16,9
04JUL2020,15,9
04JUL2020,14,14
04JUL2020,13,12
04JUL2020,12,7
04JUL2020,11,11
04JUL2020,10,5
04JUL2020,9,2
04JUL2020,8,3
04JUL2020,7,2
04JUL2020,6,2
04JUL2020,5,2
04JUL2020,4,2
04JUL2020,3,4
04JUL2020,2,2
04JUL2020,1,7
04JUL2020,0,7
03JUL2020,23,11
03JUL2020,22,5
03JUL2020,21,11
03JUL2020,20,12
03JUL2020,19,8
03JUL2020,18,10
03JUL2020,17,11
03JUL2020,16,15
03JUL2020,15,17
03JUL2020,14,17
03JUL2020,13,22
03JUL2020,12,24
03JUL2020,11,9
03JUL2020,10,16
03JUL2020,9,8
03JUL2020,8,87
02JUL2020,19,9
02JUL2020,18,7
02JUL2020,17,19
02JUL2020,16,15
02JUL2020,15,17
02JUL2020,14,11
02JUL2020,13,17
02JUL2020,12,13
02JUL2020,11,14
02JUL2020,10,8
02JUL2020,9,4
02JUL2020,8,4
02JUL2020,7,4
02JUL2020,6,1
02JUL2020,5,2
02JUL2020,4,1
02JUL2020,3,3
02JUL2020,2,3
02JUL2020,1,11
02JUL2020,0,5
01JUL2020,23,1
01JUL2020,22,9
01JUL2020,21,15
01JUL2020,20,15
01JUL2020,19,13
01JUL2020,18,17
01JUL2020,17,20
01JUL2020,16,18
01JUL2020,15,9
01JUL2020,14,21
01JUL2020,13,14
01JUL2020,12,17
01JUL2020,11,10
01JUL2020,10,5
01JUL2020,9,8
01JUL2020,8,3
01JUL2020,7,1
01JUL2020,6,2
01JUL2020,5,3
01JUL2020,4,1
01JUL2020,2,3
01JUL2020,1,7
01JUL2020,0,11
30JUN2020,23,10
30JUN2020,22,15
30JUN2020,21,12
30JUN2020,20,13
30JUN2020,19,18
30JUN2020,18,12
30JUN2020,17,14
30JUN2020,16,23
30JUN2020,15,18
30JUN2020,14,14
30JUN2020,13,18
30JUN2020,12,23
30JUN2020,11,9
30JUN2020,10,14
30JUN2020,9,7
30JUN2020,8,12
30JUN2020,7,3
30JUN2020,5,3
30JUN2020,3,4
30JUN2020,2,2
30JUN2020,1,9
30JUN2020,0,6
29JUN2020,23,3
29JUN2020,22,13
29JUN2020,21,8
29JUN2020,20,11
29JUN2020,19,23
29JUN2020,18,24
29JUN2020,17,15
29JUN2020,16,16
29JUN2020,15,18
29JUN2020,14,16
29JUN2020,13,19
29JUN2020,12,14
29JUN2020,11,24
29JUN2020,10,12
29JUN2020,9,8
29JUN2020,8,6
29JUN2020,7,4
29JUN2020,6,2
29JUN2020,5,1
29JUN2020,4,2
29JUN2020,3,2
29JUN2020,2,7
29JUN2020,1,4
29JUN2020,0,8
28JUN2020,23,8
28JUN2020,22,11
28JUN2020,21,12
28JUN2020,20,8
28JUN2020,19,13
28JUN2020,18,12
28JUN2020,17,13
28JUN2020,16,17
28JUN2020,15,10
28JUN2020,14,15
28JUN2020,13,13
28JUN2020,12,9
28JUN2020,11,10
28JUN2020,10,5
28JUN2020,9,6
28JUN2020,8,6
28JUN2020,7,1
28JUN2020,6,1
28JUN2020,4,1
28JUN2020,3,1
28JUN2020,2,4
28JUN2020,1,4
28JUN2020,0,9
27JUN2020,23,14
27JUN2020,22,14
27JUN2020,21,21
27JUN2020,20,17
27JUN2020,19,15
27JUN2020,18,16
27JUN2020,17,12
27JUN2020,16,11
27JUN2020,15,18
27JUN2020,14,15
27JUN2020,13,17
27JUN2020,12,16
27JUN2020,11,12
27JUN2020,10,6
27JUN2020,9,10
27JUN2020,8,3
27JUN2020,7,1
27JUN2020,6,2
27JUN2020,5,1
27JUN2020,4,3
27JUN2020,3,3
27JUN2020,1,9
27JUN2020,0,11
26JUN2020,23,14
26JUN2020,22,16
26JUN2020,21,18
26JUN2020,20,12
26JUN2020,19,13
26JUN2020,18,13
26JUN2020,17,23
26JUN2020,16,10
26JUN2020,15,15
26JUN2020,14,16
26JUN2020,13,17
26JUN2020,12,14
26JUN2020,11,15
26JUN2020,10,11
26JUN2020,9,5
26JUN2020,8,8
26JUN2020,7,4
26JUN2020,6,2
26JUN2020,5,1
26JUN2020,4,4
26JUN2020,3,3
26JUN2020,2,5
26JUN2020,1,9
26JUN2020,0,11
25JUN2020,23,7
25JUN2020,22,9
25JUN2020,21,10
25JUN2020,20,18
25JUN2020,19,16
25JUN2020,18,22
25JUN2020,17,20
25JUN2020,16,23
25JUN2020,15,30
25JUN2020,14,23
25JUN2020,13,16
25JUN2020,12,24
25JUN2020,11,18
25JUN2020,10,11
25JUN2020,9,9
25JUN2020,8,5
25JUN2020,7,5
25JUN2020,6,4
25JUN2020,5,4
25JUN2020,4,2
25JUN2020,3,3
25JUN2020,2,4
25JUN2020,1,8
25JUN2020,0,14
24JUN2020,23,19
24JUN2020,22,15
24JUN2020,21,20
24JUN2020,20,16
24JUN2020,19,18
24JUN2020,18,16
24JUN2020,17,18
24JUN2020,16,18
24JUN2020,15,12
24JUN2020,14,33
24JUN2020,13,17
24JUN2020,12,17
24JUN2020,11,16
24JUN2020,10,13
24JUN2020,9,10
24JUN2020,8,7
24JUN2020,7,3
24JUN2020,5,3
24JUN2020,4,2
24JUN2020,3,2
24JUN2020,2,3
24JUN2020,1,4
24JUN2020,0,17
23JUN2020,23,11
23JUN2020,22,15
23JUN2020,21,18
23JUN2020,20,16
23JUN2020,19,16
23JUN2020,18,18
23JUN2020,17,17
23JUN2020,16,15
23JUN2020,15,18
23JUN2020,14,19
23JUN2020,13,23
23JUN2020,12,19
23JUN2020,11,14
23JUN2020,10,13
23JUN2020,9,6
23JUN2020,8,10
23JUN2020,7,2
23JUN2020,5,3
23JUN2020,4,4
23JUN2020,2,3
23JUN2020,1,7
23JUN2020,0,16
22JUN2020,23,17
22JUN2020,22,16
22JUN2020,21,25
22JUN2020,20,19
22JUN2020,19,24
22JUN2020,18,17
22JUN2020,17,14
22JUN2020,16,22
22JUN2020,15,18
22JUN2020,14,16
22JUN2020,13,20
22JUN2020,12,18
22JUN2020,11,14
22JUN2020,10,18
22JUN2020,9,9
22JUN2020,8,5
22JUN2020,6,1
22JUN2020,5,2
22JUN2020,2,8
22JUN2020,1,5
22JUN2020,0,12
21JUN2020,23,13
21JUN2020,22,8
21JUN2020,21,15
21JUN2020,20,15
21JUN2020,19,19
21JUN2020,18,15
21JUN2020,17,12
21JUN2020,16,6
21JUN2020,15,13
21JUN2020,14,10
21JUN2020,13,15
21JUN2020,12,14
21JUN2020,11,12
21JUN2020,10,10
21JUN2020,9,4
21JUN2020,8,5
21JUN2020,7,1
21JUN2020,5,2
21JUN2020,4,2
21JUN2020,3,2
21JUN2020,2,3
21JUN2020,1,7
21JUN2020,0,10
20JUN2020,23,7
20JUN2020,22,13
20JUN2020,21,8
20JUN2020,20,15
20JUN2020,19,12
20JUN2020,18,16
20JUN2020,17,11
20JUN2020,16,15
20JUN2020,15,15
20JUN2020,14,12
20JUN2020,13,13
20JUN2020,12,14
20JUN2020,11,16
20JUN2020,10,12
20JUN2020,9,3
20JUN2020,8,6
20JUN2020,7,5
20JUN2020,6,2
20JUN2020,5,2
20JUN2020,3,7
20JUN2020,2,4
20JUN2020,1,10
20JUN2020,0,18
19JUN2020,23,12
19JUN2020,22,12
19JUN2020,21,18
19JUN2020,20,22
19JUN2020,19,15
19JUN2020,18,15
19JUN2020,17,20
19JUN2020,16,14
19JUN2020,15,23
19JUN2020,14,20
19JUN2020,13,23
19JUN2020,12,17
19JUN2020,11,14
19JUN2020,10,7
19JUN2020,9,9
19JUN2020,8,5
19JUN2020,7,2
19JUN2020,6,5
19JUN2020,5,1
19JUN2020,4,1
19JUN2020,3,6
19JUN2020,2,6
19JUN2020,1,8
19JUN2020,0,11
18JUN2020,23,17
18JUN2020,22,10
18JUN2020,21,15
18JUN2020,20,25
18JUN2020,19,16
18JUN2020,18,11
18JUN2020,17,16
18JUN2020,16,19
18JUN2020,15,26
18JUN2020,14,24
18JUN2020,13,23
18JUN2020,12,20
18JUN2020,11,10
18JUN2020,10,10
18JUN2020,9,5
18JUN2020,8,4
18JUN2020,7,4
18JUN2020,6,2
18JUN2020,5,2
18JUN2020,4,3
18JUN2020,3,3
18JUN2020,2,3
18JUN2020,1,13
18JUN2020,0,10
17JUN2020,23,17
17JUN2020,22,18
17JUN2020,21,23
17JUN2020,20,16
17JUN2020,19,17
17JUN2020,18,19
17JUN2020,17,13
17JUN2020,16,17
17JUN2020,15,18
17JUN2020,14,25
17JUN2020,13,15
17JUN2020,12,19
17JUN2020,11,31
17JUN2020,10,9
17JUN2020,9,15
17JUN2020,8,7
17JUN2020,7,1
17JUN2020,6,1
17JUN2020,5,3
17JUN2020,4,7
17JUN2020,3,2
17JUN2020,2,2
17JUN2020,1,6
17JUN2020,0,14
16JUN2020,23,10
16JUN2020,22,18
16JUN2020,21,12
16JUN2020,20,24
16JUN2020,19,17
16JUN2020,18,20
16JUN2020,17,16
16JUN2020,16,17
16JUN2020,15,20
16JUN2020,14,14
16JUN2020,13,17
16JUN2020,12,16
16JUN2020,11,16
16JUN2020,10,16
16JUN2020,9,9
16JUN2020,8,9
16JUN2020,7,1
16JUN2020,6,2
16JUN2020,5,1
16JUN2020,4,1
16JUN2020,3,1
16JUN2020,2,3
16JUN2020,1,2
16JUN2020,0,12
15JUN2020,23,11
15JUN2020,22,19
15JUN2020,21,19
15JUN2020,20,17
15JUN2020,19,13
15JUN2020,18,17
15JUN2020,17,14
15JUN2020,16,19
15JUN2020,15,14
15JUN2020,14,19
15JUN2020,13,14
15JUN2020,12,14
15JUN2020,11,7
15JUN2020,10,5
15JUN2020,9,6
15JUN2020,8,7
15JUN2020,7,1
15JUN2020,6,3
15JUN2020,5,1
15JUN2020,4,1
15JUN2020,3,2
15JUN2020,2,5
15JUN2020,1,7
15JUN2020,0,5
14JUN2020,23,10
14JUN2020,22,4
14JUN2020,21,12
14JUN2020,20,10
14JUN2020,19,14
14JUN2020,18,15
14JUN2020,17,14
14JUN2020,16,12
14JUN2020,15,14
14JUN2020,14,11
14JUN2020,13,16
14JUN2020,12,4
14JUN2020,11,13
14JUN2020,10,7
14JUN2020,9,2
14JUN2020,8,2
14JUN2020,7,3
14JUN2020,6,2
14JUN2020,5,1
14JUN2020,4,2
14JUN2020,3,2
14JUN2020,1,6
14JUN2020,0,12
13JUN2020,23,12
13JUN2020,22,6
13JUN2020,21,9
13JUN2020,20,16
13JUN2020,19,10
13JUN2020,18,12
13JUN2020,17,12
13JUN2020,16,8
13JUN2020,15,4
13JUN2020,14,12
13JUN2020,13,11
13JUN2020,12,9
13JUN2020,11,11
13JUN2020,10,6
13JUN2020,9,6
13JUN2020,8,3
13JUN2020,5,1
13JUN2020,4,3
13JUN2020,3,5
13JUN2020,2,4
13JUN2020,1,9
13JUN2020,0,8
12JUN2020,23,10
12JUN2020,22,13
12JUN2020,21,18
12JUN2020,20,23
12JUN2020,19,8
12JUN2020,18,14
12JUN2020,17,19
12JUN2020,16,15
12JUN2020,15,13
12JUN2020,14,17
12JUN2020,13,12
12JUN2020,12,10
12JUN2020,11,13
12JUN2020,10,9
12JUN2020,9,5
12JUN2020,8,9
12JUN2020,7,1
12JUN2020,6,2
12JUN2020,5,2
12JUN2020,4,1
12JUN2020,3,3
12JUN2020,2,4
12JUN2020,1,4
12JUN2020,0,7
11JUN2020,23,10
11JUN2020,22,14
11JUN2020,21,11
11JUN2020,20,12
11JUN2020,19,13
11JUN2020,18,13
11JUN2020,17,12
11JUN2020,16,8
11JUN2020,15,14
11JUN2020,14,9
11JUN2020,13,10
11JUN2020,12,14
11JUN2020,11,14
11JUN2020,10,7
11JUN2020,9,7
11JUN2020,8,4
11JUN2020,7,1
11JUN2020,6,2
11JUN2020,5,2
11JUN2020,3,3
11JUN2020,2,3
11JUN2020,1,2
11JUN2020,0,10
10JUN2020,23,12
10JUN2020,22,7
10JUN2020,21,11
10JUN2020,20,14
10JUN2020,19,9
10JUN2020,18,19
10JUN2020,17,9
10JUN2020,16,13
10JUN2020,15,12
10JUN2020,14,11
10JUN2020,13,18
10JUN2020,12,15
10JUN2020,11,11
10JUN2020,10,10
10JUN2020,9,7
10JUN2020,8,7
10JUN2020,7,5
10JUN2020,6,1
10JUN2020,5,1
10JUN2020,4,4
10JUN2020,3,2
10JUN2020,2,7
10JUN2020,1,6
10JUN2020,0,5
09JUN2020,23,12
09JUN2020,22,17
09JUN2020,21,16
09JUN2020,20,12
09JUN2020,19,8
09JUN2020,18,16
09JUN2020,17,15
09JUN2020,16,9
09JUN2020,15,13
09JUN2020,14,10
09JUN2020,13,12
09JUN2020,12,15
09JUN2020,11,8
09JUN2020,10,7
09JUN2020,9,5
09JUN2020,8,5
09JUN2020,7,2
09JUN2020,5,3
09JUN2020,3,2
09JUN2020,2,2
09JUN2020,1,9
09JUN2020,0,4
08JUN2020,23,4
08JUN2020,22,9
08JUN2020,21,15
08JUN2020,20,14
08JUN2020,19,12
08JUN2020,18,9
08JUN2020,17,11
08JUN2020,16,14
08JUN2020,15,4
08JUN2020,14,10
08JUN2020,13,8
08JUN2020,12,20
08JUN2020,11,8
08JUN2020,10,14
08JUN2020,9,11
08JUN2020,8,4
08JUN2020,7,1
08JUN2020,6,2
08JUN2020,5,1
08JUN2020,3,2
08JUN2020,2,6
08JUN2020,1,4
08JUN2020,0,5
07JUN2020,23,7
07JUN2020,22,10
07JUN2020,21,14
07JUN2020,20,5
07JUN2020,19,13
07JUN2020,18,5
07JUN2020,17,11
07JUN2020,16,9
07JUN2020,15,7
07JUN2020,14,7
07JUN2020,13,7
07JUN2020,12,11
07JUN2020,11,6
07JUN2020,10,7
07JUN2020,9,2
07JUN2020,8,1
07JUN2020,7,2
07JUN2020,6,2
07JUN2020,4,1
07JUN2020,3,1
07JUN2020,2,6
07JUN2020,1,5
07JUN2020,0,8
06JUN2020,23,6
06JUN2020,22,12
06JUN2020,21,16
06JUN2020,20,8
06JUN2020,19,12
06JUN2020,18,7
06JUN2020,17,11
06JUN2020,16,10
06JUN2020,15,8
06JUN2020,14,13
06JUN2020,13,7
06JUN2020,12,7
06JUN2020,11,8
06JUN2020,10,4
06JUN2020,9,5
06JUN2020,7,1
06JUN2020,6,1
06JUN2020,4,2
06JUN2020,3,3
06JUN2020,1,8
06JUN2020,0,7
05JUN2020,23,9
05JUN2020,22,5
05JUN2020,21,8
05JUN2020,20,8
05JUN2020,19,32
05JUN2020,18,9
05JUN2020,17,6
05JUN2020,16,3
05JUN2020,15,8
05JUN2020,14,12
05JUN2020,13,7
05JUN2020,12,9
05JUN2020,11,6
05JUN2020,10,10
05JUN2020,8,4
05JUN2020,7,4
05JUN2020,6,1
05JUN2020,5,3
05JUN2020,3,2
05JUN2020,2,1
05JUN2020,1,2
05JUN2020,0,7
04JUN2020,23,7
04JUN2020,22,15
04JUN2020,21,13
04JUN2020,20,16
04JUN2020,19,8
04JUN2020,18,11
04JUN2020,17,10
04JUN2020,16,10
04JUN2020,15,13
04JUN2020,14,17
04JUN2020,13,14
04JUN2020,12,10
04JUN2020,11,3
04JUN2020,10,12
04JUN2020,9,6
04JUN2020,8,3
04JUN2020,7,1
04JUN2020,6,2
04JUN2020,5,3
04JUN2020,4,1
04JUN2020,3,2
04JUN2020,2,4
04JUN2020,1,10
04JUN2020,0,10
03JUN2020,23,6
03JUN2020,22,11
03JUN2020,21,9
03JUN2020,20,13
03JUN2020,19,9
03JUN2020,18,4
03JUN2020,17,9
03JUN2020,16,5
03JUN2020,15,12
03JUN2020,14,6
03JUN2020,13,9
03JUN2020,12,14
03JUN2020,11,12
03JUN2020,10,8
03JUN2020,9,8
03JUN2020,8,3
03JUN2020,7,2
03JUN2020,6,4
03JUN2020,5,1
03JUN2020,4,1
03JUN2020,3,3
03JUN2020,2,5
03JUN2020,1,11
03JUN2020,0,10
02JUN2020,23,12
02JUN2020,22,11
02JUN2020,21,10
02JUN2020,20,17
02JUN2020,19,8
02JUN2020,15,1
02JUN2020,14,7
02JUN2020,13,4
02JUN2020,12,6
02JUN2020,11,7
02JUN2020,10,5
02JUN2020,9,7
02JUN2020,8,1
02JUN2020,7,1
02JUN2020,5,2
02JUN2020,3,1
02JUN2020,2,1
02JUN2020,1,6
02JUN2020,0,3
01JUN2020,23,8
01JUN2020,22,7
01JUN2020,21,11
01JUN2020,20,12
01JUN2020,19,11
01JUN2020,18,9
01JUN2020,17,10
01JUN2020,16,13
01JUN2020,15,10
01JUN2020,14,17
01JUN2020,13,15
01JUN2020,12,10
01JUN2020,11,11
01JUN2020,10,11
01JUN2020,9,6
01JUN2020,8,6
01JUN2020,7,1
01JUN2020,6,1
01JUN2020,5,2
01JUN2020,4,1
01JUN2020,2,7
01JUN2020,1,5
01JUN2020,0,7
31MAY2020,23,5
31MAY2020,22,8
31MAY2020,21,18
31MAY2020,20,9
31MAY2020,19,13
31MAY2020,18,8
31MAY2020,17,7
31MAY2020,16,13
31MAY2020,15,6
31MAY2020,14,8
31MAY2020,13,9
31MAY2020,12,9
31MAY2020,11,6
31MAY2020,10,4
31MAY2020,9,2
31MAY2020,8,1
31MAY2020,7,1
31MAY2020,4,1
31MAY2020,3,2
31MAY2020,2,3
31MAY2020,1,7
31MAY2020,0,2
30MAY2020,23,4
30MAY2020,22,8
30MAY2020,21,6
30MAY2020,20,11
30MAY2020,19,7
30MAY2020,18,5
30MAY2020,17,4
30MAY2020,16,9
30MAY2020,15,7
30MAY2020,14,16
30MAY2020,13,8
30MAY2020,12,6
30MAY2020,11,7
30MAY2020,10,7
30MAY2020,9,7
30MAY2020,8,6
30MAY2020,7,2
30MAY2020,6,1
30MAY2020,4,3
30MAY2020,3,2
30MAY2020,2,6
30MAY2020,1,4
30MAY2020,0,7
29MAY2020,23,10
29MAY2020,22,7
29MAY2020,21,13
29MAY2020,20,17
29MAY2020,19,14
29MAY2020,18,7
29MAY2020,17,9
29MAY2020,16,6
29MAY2020,15,10
29MAY2020,14,17
29MAY2020,13,13
29MAY2020,12,10
29MAY2020,11,6
29MAY2020,10,11
29MAY2020,9,5
29MAY2020,8,1
29MAY2020,7,3
29MAY2020,6,1
29MAY2020,4,1
29MAY2020,2,3
29MAY2020,1,2
29MAY2020,0,12
28MAY2020,23,8
28MAY2020,22,11
28MAY2020,21,11
28MAY2020,20,15
28MAY2020,19,11
28MAY2020,18,10
28MAY2020,17,11
28MAY2020,16,13
28MAY2020,15,17
28MAY2020,14,10
28MAY2020,13,17
28MAY2020,12,12
28MAY2020,11,7
28MAY2020,10,4
28MAY2020,9,8
28MAY2020,8,2
28MAY2020,7,1
28MAY2020,6,2
28MAY2020,5,1
28MAY2020,4,2
28MAY2020,2,2
28MAY2020,1,4
28MAY2020,0,6
27MAY2020,23,12
27MAY2020,22,15
27MAY2020,21,8
27MAY2020,20,17
27MAY2020,19,11
27MAY2020,18,14
27MAY2020,17,11
27MAY2020,16,18
27MAY2020,15,10
27MAY2020,14,11
27MAY2020,13,14
27MAY2020,12,13
27MAY2020,11,18
27MAY2020,10,12
27MAY2020,9,12
27MAY2020,8,6
27MAY2020,7,1
27MAY2020,5,3
27MAY2020,4,1
27MAY2020,3,2
27MAY2020,2,3
27MAY2020,1,10
27MAY2020,0,13
26MAY2020,23,11
26MAY2020,22,14
26MAY2020,21,7
26MAY2020,20,20
26MAY2020,19,17
26MAY2020,18,12
26MAY2020,17,15
26MAY2020,16,16
26MAY2020,15,15
26MAY2020,14,18
26MAY2020,13,23
26MAY2020,12,14
26MAY2020,11,11
26MAY2020,10,12
26MAY2020,9,11
26MAY2020,8,4
26MAY2020,7,1
26MAY2020,6,2
26MAY2020,5,1
26MAY2020,4,1
26MAY2020,3,3
26MAY2020,2,1
26MAY2020,1,2
26MAY2020,0,8
25MAY2020,23,14
25MAY2020,22,10
25MAY2020,21,11
25MAY2020,20,11
25MAY2020,19,19
25MAY2020,18,10
25MAY2020,17,8
25MAY2020,16,11
25MAY2020,15,8
25MAY2020,14,12
25MAY2020,13,21
25MAY2020,12,15
25MAY2020,11,14
25MAY2020,10,12
25MAY2020,9,6
