ano;semana_epidemiologica;fecha_inicio_semana_epidemiologica;grupo_etario;departamento_residencia;n_notificaciones;n_confirmados_probables_fis;n_confirmados_por_laboratorio;n_internados_fecha_internacion;n_internados_uti_fecha_internacion;n_fallecidos_confirmados_por_laboratorio
2023;10;2023-03-05;[60,70);COMUNA 1;1;0;0;0;0;0
2023;10;2023-03-05;[0,10);COMUNA 10;1;0;0;0;0;0
2023;10;2023-03-05;[10,20);COMUNA 10;5;4;4;0;0;0
2023;10;2023-03-05;[20,30);COMUNA 10;7;4;3;0;0;0
2023;10;2023-03-05;[30,40);COMUNA 10;2;1;1;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 10;10;8;6;0;0;0
2023;10;2023-03-05;[50,60);COMUNA 10;4;1;1;0;0;0
2023;10;2023-03-05;[60,70);COMUNA 10;6;5;5;0;0;0
2023;10;2023-03-05;[70,80);COMUNA 10;1;0;0;0;0;0
2023;10;2023-03-05;[10,20);COMUNA 11;4;3;3;1;0;0
2023;10;2023-03-05;[30,40);COMUNA 11;3;2;2;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 11;5;5;5;0;0;0
2023;10;2023-03-05;[50,60);COMUNA 11;4;4;4;0;0;0
2023;10;2023-03-05;[60,70);COMUNA 11;5;4;4;0;0;0
2023;10;2023-03-05;[70,80);COMUNA 11;2;1;1;0;0;0
2023;10;2023-03-05;[80,90);COMUNA 11;0;1;0;1;1;0
2023;10;2023-03-05;[20,30);COMUNA 12;2;1;1;0;0;0
2023;10;2023-03-05;[30,40);COMUNA 12;2;1;1;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 12;0;1;1;0;0;0
2023;10;2023-03-05;[50,60);COMUNA 12;3;0;0;0;0;0
2023;10;2023-03-05;[70,80);COMUNA 12;0;1;1;1;0;0
2023;10;2023-03-05;[90,100);COMUNA 12;1;0;0;0;0;0
2023;10;2023-03-05;[10,20);COMUNA 13;1;1;1;0;0;0
2023;10;2023-03-05;[20,30);COMUNA 13;1;1;1;0;0;0
2023;10;2023-03-05;[30,40);COMUNA 13;0;1;1;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 13;1;0;0;0;0;0
2023;10;2023-03-05;[50,60);COMUNA 13;1;1;1;0;0;0
2023;10;2023-03-05;[60,70);COMUNA 13;3;2;2;0;0;0
2023;10;2023-03-05;[80,90);COMUNA 13;0;2;2;0;0;0
2023;10;2023-03-05;[0,10);COMUNA 14;1;0;0;0;0;0
2023;10;2023-03-05;[20,30);COMUNA 14;4;5;5;0;0;0
2023;10;2023-03-05;[30,40);COMUNA 14;3;1;1;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 14;2;1;1;0;0;0
2023;10;2023-03-05;[50,60);COMUNA 14;4;2;2;0;0;0
2023;10;2023-03-05;[60,70);COMUNA 14;1;1;1;0;0;0
2023;10;2023-03-05;[70,80);COMUNA 14;2;1;1;0;0;0
2023;10;2023-03-05;[80,90);COMUNA 14;1;0;0;0;0;0
2023;10;2023-03-05;[10,20);COMUNA 15;2;4;3;3;1;0
2023;10;2023-03-05;[30,40);COMUNA 15;3;3;2;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 15;3;1;1;0;0;0
2023;10;2023-03-05;[50,60);COMUNA 15;3;0;0;0;0;0
2023;10;2023-03-05;[0,10);COMUNA 2;1;0;0;0;0;0
2023;10;2023-03-05;[20,30);COMUNA 2;1;0;0;0;0;0
2023;10;2023-03-05;[30,40);COMUNA 2;2;1;1;0;0;0
2023;10;2023-03-05;[60,70);COMUNA 2;1;0;0;0;0;0
2023;10;2023-03-05;[80,90);COMUNA 2;1;0;0;0;0;0
2023;10;2023-03-05;[20,30);COMUNA 3;1;0;0;0;0;0
2023;10;2023-03-05;[30,40);COMUNA 3;1;3;3;1;0;0
2023;10;2023-03-05;[0,10);COMUNA 4;3;1;1;0;0;0
2023;10;2023-03-05;[10,20);COMUNA 4;4;1;1;0;0;0
2023;10;2023-03-05;[20,30);COMUNA 4;4;2;2;0;0;0
2023;10;2023-03-05;[30,40);COMUNA 4;4;1;1;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 4;6;3;3;0;0;0
2023;10;2023-03-05;[50,60);COMUNA 4;2;2;2;0;0;0
2023;10;2023-03-05;[20,30);COMUNA 5;1;2;2;0;0;0
2023;10;2023-03-05;[30,40);COMUNA 5;2;1;1;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 5;3;3;3;0;0;0
2023;10;2023-03-05;[50,60);COMUNA 5;1;0;0;0;0;0
2023;10;2023-03-05;[60,70);COMUNA 5;2;1;1;0;0;0
2023;10;2023-03-05;[70,80);COMUNA 5;1;0;0;0;0;0
2023;10;2023-03-05;[10,20);COMUNA 6;1;0;0;0;0;0
2023;10;2023-03-05;[20,30);COMUNA 6;2;0;0;0;0;0
2023;10;2023-03-05;[30,40);COMUNA 6;2;2;2;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 6;2;1;1;0;0;0
2023;10;2023-03-05;[50,60);COMUNA 6;2;1;1;0;0;0
2023;10;2023-03-05;[0,10);COMUNA 7;4;2;2;0;0;0
2023;10;2023-03-05;[10,20);COMUNA 7;8;2;2;0;0;0
2023;10;2023-03-05;[20,30);COMUNA 7;4;3;2;1;0;0
2023;10;2023-03-05;[30,40);COMUNA 7;7;5;4;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 7;4;1;1;0;0;0
2023;10;2023-03-05;[50,60);COMUNA 7;2;1;1;0;0;0
2023;10;2023-03-05;[60,70);COMUNA 7;1;1;1;0;0;0
2023;10;2023-03-05;[70,80);COMUNA 7;1;0;0;0;0;0
2023;10;2023-03-05;[80,90);COMUNA 7;1;1;1;0;0;0
2023;10;2023-03-05;[0,10);COMUNA 8;3;0;0;0;0;0
2023;10;2023-03-05;[10,20);COMUNA 8;4;2;2;1;0;0
2023;10;2023-03-05;[20,30);COMUNA 8;6;1;1;0;0;0
2023;10;2023-03-05;[30,40);COMUNA 8;12;9;9;0;0;0
2023;10;2023-03-05;[40,50);COMUNA 8;6;6;6;1;0;0
2023;10;2023-03-05;[50,60);COMUNA 8;2;1;1;0;0;0
2023;10;2023-03-05;[0,10);COMUNA 9;7;5;4;1;1;0
2023;10;2023-03-05;[10,20);COMUNA 9;20;18;18;2;0;0
2023;10;2023-03-05;[20,30);COMUNA 9;23;22;19;1;0;0
2023;10;2023-03-05;[30,40);COMUNA 9;23;21;20;1;0;0
2023;10;2023-03-05;[40,50);COMUNA 9;20;17;13;2;0;0
2023;10;2023-03-05;[50,60);COMUNA 9;16;15;14;0;0;0
2023;10;2023-03-05;[60,70);COMUNA 9;7;8;7;0;0;0
2023;10;2023-03-05;[70,80);COMUNA 9;5;4;3;0;0;0
2023;10;2023-03-05;[80,90);COMUNA 9;4;3;3;1;0;0
2023;10;2023-03-05;[0,10);SIN DATOS;3;3;3;0;0;0
2023;10;2023-03-05;[10,20);SIN DATOS;3;2;2;0;0;0
2023;10;2023-03-05;[20,30);SIN DATOS;2;1;1;0;0;0
2023;10;2023-03-05;[30,40);SIN DATOS;3;3;3;0;0;0
2023;10;2023-03-05;[40,50);SIN DATOS;3;4;4;0;0;0
2023;10;2023-03-05;[50,60);SIN DATOS;2;3;2;0;0;0
2023;10;2023-03-05;[60,70);SIN DATOS;1;1;0;0;0;0
2023;10;2023-03-05;[70,80);SIN DATOS;1;1;1;1;0;0
2023;10;2023-03-05;[80,90);SIN DATOS;1;1;1;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 1;2;0;0;0;0;0
2023;11;2023-03-12;[20,30);COMUNA 1;4;3;3;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 1;5;3;2;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 1;4;1;1;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 1;1;2;2;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 1;0;1;1;0;0;0
2023;11;2023-03-12;[0,10);COMUNA 10;2;2;2;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 10;4;5;5;1;0;0
2023;11;2023-03-12;[20,30);COMUNA 10;10;9;8;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 10;7;5;4;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 10;11;12;11;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 10;10;9;7;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 10;4;6;6;1;0;0
2023;11;2023-03-12;[70,80);COMUNA 10;6;3;3;0;0;0
2023;11;2023-03-12;[0,10);COMUNA 11;2;0;0;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 11;9;9;9;1;0;0
2023;11;2023-03-12;[20,30);COMUNA 11;3;5;4;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 11;8;6;5;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 11;11;11;9;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 11;6;7;7;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 11;7;5;5;0;0;0
2023;11;2023-03-12;[70,80);COMUNA 11;3;3;3;0;0;0
2023;11;2023-03-12;[80,90);COMUNA 11;2;2;2;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 12;3;0;0;0;0;0
2023;11;2023-03-12;[20,30);COMUNA 12;0;1;1;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 12;1;3;3;1;0;0
2023;11;2023-03-12;[40,50);COMUNA 12;4;2;2;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 12;1;2;2;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 12;1;1;0;0;0;0
2023;11;2023-03-12;[70,80);COMUNA 12;1;0;0;0;0;0
2023;11;2023-03-12;[0,10);COMUNA 13;1;0;0;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 13;2;1;0;1;0;0
2023;11;2023-03-12;[20,30);COMUNA 13;1;1;1;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 13;6;6;3;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 13;1;1;1;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 13;3;3;3;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 13;1;1;0;0;0;0
2023;11;2023-03-12;[70,80);COMUNA 13;3;3;1;0;0;0
2023;11;2023-03-12;[80,90);COMUNA 13;2;0;0;0;0;0
2023;11;2023-03-12;[90,100);COMUNA 13;0;1;1;1;0;0
2023;11;2023-03-12;[10,20);COMUNA 14;1;1;1;0;0;0
2023;11;2023-03-12;[20,30);COMUNA 14;8;4;3;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 14;2;6;6;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 14;3;5;4;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 14;8;5;3;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 14;3;4;2;1;0;0
2023;11;2023-03-12;[70,80);COMUNA 14;0;0;0;1;0;0
2023;11;2023-03-12;[80,90);COMUNA 14;2;0;0;0;0;0
2023;11;2023-03-12;[90,100);COMUNA 14;1;1;0;1;1;0
2023;11;2023-03-12;[0,10);COMUNA 15;1;0;0;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 15;6;0;0;0;0;0
2023;11;2023-03-12;[20,30);COMUNA 15;4;2;2;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 15;6;4;3;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 15;5;5;5;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 15;3;5;4;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 15;2;1;1;0;0;0
2023;11;2023-03-12;[70,80);COMUNA 15;1;0;0;0;0;0
2023;11;2023-03-12;[0,10);COMUNA 2;1;0;0;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 2;1;1;1;0;0;0
2023;11;2023-03-12;[20,30);COMUNA 2;1;0;0;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 2;3;1;1;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 2;1;2;1;1;0;0
2023;11;2023-03-12;[50,60);COMUNA 2;2;1;1;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 2;1;1;1;0;0;0
2023;11;2023-03-12;[70,80);COMUNA 2;1;1;0;0;0;0
2023;11;2023-03-12;[80,90);COMUNA 2;0;1;1;1;0;0
2023;11;2023-03-12;[10,20);COMUNA 3;2;0;0;0;0;0
2023;11;2023-03-12;[20,30);COMUNA 3;4;2;2;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 3;7;5;5;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 3;2;1;1;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 3;6;2;2;0;0;0
2023;11;2023-03-12;[70,80);COMUNA 3;1;1;1;0;0;0
2023;11;2023-03-12;[90,100);COMUNA 3;1;0;0;0;0;0
2023;11;2023-03-12;[0,10);COMUNA 4;3;0;0;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 4;4;3;3;0;0;0
2023;11;2023-03-12;[20,30);COMUNA 4;6;6;5;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 4;7;6;5;2;0;0
2023;11;2023-03-12;[40,50);COMUNA 4;2;3;3;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 4;5;2;2;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 4;3;1;1;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 5;1;0;0;0;0;0
2023;11;2023-03-12;[20,30);COMUNA 5;6;2;1;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 5;2;5;5;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 5;4;3;1;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 5;2;1;0;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 5;2;2;2;0;0;0
2023;11;2023-03-12;[70,80);COMUNA 5;0;1;1;0;0;0
2023;11;2023-03-12;[80,90);COMUNA 5;1;0;0;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 6;1;1;1;1;0;0
2023;11;2023-03-12;[20,30);COMUNA 6;5;2;2;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 6;6;3;3;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 6;2;2;2;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 6;4;2;2;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 6;1;1;1;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 7;3;2;2;0;0;0
2023;11;2023-03-12;[20,30);COMUNA 7;11;9;7;1;0;0
2023;11;2023-03-12;[30,40);COMUNA 7;11;11;11;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 7;4;6;6;1;0;0
2023;11;2023-03-12;[50,60);COMUNA 7;2;0;0;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 7;4;0;0;0;0;0
2023;11;2023-03-12;[0,10);COMUNA 8;3;1;1;0;0;0
2023;11;2023-03-12;[10,20);COMUNA 8;9;4;4;0;0;0
2023;11;2023-03-12;[20,30);COMUNA 8;10;10;10;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 8;9;7;6;0;0;0
2023;11;2023-03-12;[40,50);COMUNA 8;11;11;11;0;0;0
2023;11;2023-03-12;[50,60);COMUNA 8;5;3;3;0;0;0
2023;11;2023-03-12;[60,70);COMUNA 8;2;3;2;0;0;0
2023;11;2023-03-12;[70,80);COMUNA 8;1;0;0;0;0;0
2023;11;2023-03-12;[0,10);COMUNA 9;14;12;10;1;0;0
2023;11;2023-03-12;[10,20);COMUNA 9;26;29;27;1;0;0
2023;11;2023-03-12;[20,30);COMUNA 9;26;26;22;0;0;0
2023;11;2023-03-12;[30,40);COMUNA 9;18;22;21;2;0;0
2023;11;2023-03-12;[40,50);COMUNA 9;33;29;27;1;0;0
2023;11;2023-03-12;[50,60);COMUNA 9;18;22;20;1;0;0
2023;11;2023-03-12;[60,70);COMUNA 9;21;19;16;0;0;0
2023;11;2023-03-12;[70,80);COMUNA 9;12;13;12;0;0;0
2023;11;2023-03-12;[80,90);COMUNA 9;1;1;1;0;0;0
2023;11;2023-03-12;[10,20);SIN DATOS;13;10;10;0;0;0
2023;11;2023-03-12;[20,30);SIN DATOS;14;11;11;0;0;0
2023;11;2023-03-12;[30,40);SIN DATOS;2;3;2;1;0;0
2023;11;2023-03-12;[40,50);SIN DATOS;8;4;3;0;0;0
2023;11;2023-03-12;[50,60);SIN DATOS;4;1;1;0;0;0
2023;11;2023-03-12;[60,70);SIN DATOS;7;1;1;0;0;0
2023;11;2023-03-12;[70,80);SIN DATOS;3;1;1;0;0;0
2023;11;2023-03-12;[80,90);SIN DATOS;1;1;1;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 1;2;0;0;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 1;3;5;5;0;0;0
2023;12;2023-03-19;[20,30);COMUNA 1;4;1;1;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 1;12;7;5;1;0;0
2023;12;2023-03-19;[40,50);COMUNA 1;8;5;5;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 1;4;2;2;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 1;3;2;2;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 1;1;1;1;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 10;5;6;6;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 10;22;16;15;2;0;0
2023;12;2023-03-19;[20,30);COMUNA 10;31;27;26;1;0;0
2023;12;2023-03-19;[30,40);COMUNA 10;25;22;19;0;0;0
2023;12;2023-03-19;[40,50);COMUNA 10;42;50;47;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 10;27;31;30;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 10;18;18;17;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 10;21;21;19;0;0;0
2023;12;2023-03-19;[80,90);COMUNA 10;6;7;7;1;0;0
2023;12;2023-03-19;[10,20);COMUNA 11;10;15;14;0;0;0
2023;12;2023-03-19;[20,30);COMUNA 11;17;16;15;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 11;15;16;14;0;0;0
2023;12;2023-03-19;[40,50);COMUNA 11;19;20;19;1;0;0
2023;12;2023-03-19;[50,60);COMUNA 11;16;25;22;2;1;0
2023;12;2023-03-19;[60,70);COMUNA 11;10;12;8;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 11;8;8;6;0;0;0
2023;12;2023-03-19;[80,90);COMUNA 11;4;0;0;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 12;1;1;1;0;0;0
2023;12;2023-03-19;[20,30);COMUNA 12;5;4;4;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 12;5;1;0;0;0;0
2023;12;2023-03-19;[40,50);COMUNA 12;1;2;1;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 12;7;5;4;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 12;2;1;0;0;0;0
2023;12;2023-03-19;[80,90);COMUNA 12;1;1;1;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 13;0;1;1;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 13;2;1;1;0;0;0
2023;12;2023-03-19;[20,30);COMUNA 13;7;10;7;1;0;0
2023;12;2023-03-19;[30,40);COMUNA 13;10;10;9;1;0;0
2023;12;2023-03-19;[40,50);COMUNA 13;2;1;1;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 13;4;3;2;1;0;0
2023;12;2023-03-19;[60,70);COMUNA 13;7;7;7;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 13;6;5;3;0;0;0
2023;12;2023-03-19;[80,90);COMUNA 13;0;1;1;0;0;0
2023;12;2023-03-19;[90,100);COMUNA 13;1;0;0;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 14;0;1;0;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 14;15;17;11;2;0;0
2023;12;2023-03-19;[20,30);COMUNA 14;11;8;5;1;0;0
2023;12;2023-03-19;[30,40);COMUNA 14;26;17;11;0;0;0
2023;12;2023-03-19;[40,50);COMUNA 14;20;20;11;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 14;11;11;8;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 14;7;4;2;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 14;3;5;2;1;0;0
2023;12;2023-03-19;[80,90);COMUNA 14;3;3;3;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 15;6;5;5;1;0;0
2023;12;2023-03-19;[20,30);COMUNA 15;4;2;2;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 15;6;7;7;0;0;0
2023;12;2023-03-19;[40,50);COMUNA 15;10;11;11;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 15;9;6;6;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 15;3;2;2;1;0;0
2023;12;2023-03-19;[70,80);COMUNA 15;2;4;3;0;0;0
2023;12;2023-03-19;[80,90);COMUNA 15;1;0;0;0;0;0
2023;12;2023-03-19;[90,100);COMUNA 15;1;0;0;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 2;2;1;1;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 2;2;1;1;0;0;0
2023;12;2023-03-19;[20,30);COMUNA 2;4;5;4;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 2;3;3;3;0;0;0
2023;12;2023-03-19;[40,50);COMUNA 2;2;3;3;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 2;3;0;0;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 2;1;1;0;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 2;1;2;2;1;0;0
2023;12;2023-03-19;[80,90);COMUNA 2;1;0;0;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 3;2;1;1;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 3;3;1;1;0;0;0
2023;12;2023-03-19;[20,30);COMUNA 3;7;9;9;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 3;6;6;6;0;0;0
2023;12;2023-03-19;[40,50);COMUNA 3;9;6;6;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 3;7;5;4;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 3;3;2;2;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 4;7;3;2;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 4;4;5;5;1;0;0
2023;12;2023-03-19;[20,30);COMUNA 4;19;10;9;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 4;13;11;10;1;0;0
2023;12;2023-03-19;[40,50);COMUNA 4;12;5;4;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 4;2;1;1;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 4;6;5;5;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 4;3;3;3;0;0;0
2023;12;2023-03-19;[80,90);COMUNA 4;0;1;1;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 5;2;0;0;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 5;5;4;2;0;0;0
2023;12;2023-03-19;[20,30);COMUNA 5;7;7;5;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 5;16;7;6;0;0;0
2023;12;2023-03-19;[40,50);COMUNA 5;7;8;6;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 5;2;2;1;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 5;4;4;4;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 5;1;1;1;0;0;0
2023;12;2023-03-19;[80,90);COMUNA 5;0;1;1;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 6;1;0;0;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 6;5;5;4;0;0;0
2023;12;2023-03-19;[20,30);COMUNA 6;9;4;4;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 6;10;6;5;2;0;0
2023;12;2023-03-19;[40,50);COMUNA 6;8;5;5;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 6;6;7;6;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 6;2;2;2;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 6;3;2;2;0;0;0
2023;12;2023-03-19;[80,90);COMUNA 6;2;1;1;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 7;4;2;2;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 7;13;11;10;0;0;0
2023;12;2023-03-19;[20,30);COMUNA 7;16;10;10;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 7;28;19;19;0;0;0
2023;12;2023-03-19;[40,50);COMUNA 7;19;17;17;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 7;13;10;9;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 7;6;5;4;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 7;4;3;2;0;0;0
2023;12;2023-03-19;[80,90);COMUNA 7;0;2;2;1;0;0
2023;12;2023-03-19;[0,10);COMUNA 8;3;3;2;0;0;0
2023;12;2023-03-19;[10,20);COMUNA 8;17;15;14;0;0;0
2023;12;2023-03-19;[20,30);COMUNA 8;35;25;24;0;0;0
2023;12;2023-03-19;[30,40);COMUNA 8;16;15;13;2;0;0
2023;12;2023-03-19;[40,50);COMUNA 8;19;17;15;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 8;18;13;12;0;0;0
2023;12;2023-03-19;[60,70);COMUNA 8;7;7;5;1;0;0
2023;12;2023-03-19;[70,80);COMUNA 8;3;2;2;0;0;0
2023;12;2023-03-19;[80,90);COMUNA 8;2;1;1;0;0;0
2023;12;2023-03-19;[90,100);COMUNA 8;1;1;1;0;0;0
2023;12;2023-03-19;[0,10);COMUNA 9;24;22;20;3;0;0
2023;12;2023-03-19;[10,20);COMUNA 9;62;60;56;7;0;0
2023;12;2023-03-19;[20,30);COMUNA 9;83;89;88;1;0;0
2023;12;2023-03-19;[30,40);COMUNA 9;74;81;79;1;0;0
2023;12;2023-03-19;[40,50);COMUNA 9;109;107;99;0;0;0
2023;12;2023-03-19;[50,60);COMUNA 9;84;88;79;1;0;0
2023;12;2023-03-19;[60,70);COMUNA 9;56;61;57;0;0;0
2023;12;2023-03-19;[70,80);COMUNA 9;32;34;33;2;1;0
2023;12;2023-03-19;[80,90);COMUNA 9;10;11;10;1;0;0
2023;12;2023-03-19;[90,100);COMUNA 9;1;1;1;1;0;0
2023;12;2023-03-19;[0,10);SIN DATOS;7;5;5;0;0;0
2023;12;2023-03-19;[10,20);SIN DATOS;15;21;21;1;0;0
2023;12;2023-03-19;[20,30);SIN DATOS;19;18;18;0;0;0
2023;12;2023-03-19;[30,40);SIN DATOS;15;17;17;3;0;0
2023;12;2023-03-19;[40,50);SIN DATOS;18;15;15;1;0;0
2023;12;2023-03-19;[50,60);SIN DATOS;12;10;10;1;0;0
2023;12;2023-03-19;[60,70);SIN DATOS;4;6;6;1;1;0
2023;12;2023-03-19;[70,80);SIN DATOS;1;0;0;0;0;0
2023;12;2023-03-19;[80,90);SIN DATOS;0;2;1;0;0;0
2023;12;2023-03-19;[90,100);SIN DATOS;1;1;1;0;0;0
2023;13;2023-03-26;[0,10);COMUNA 1;2;2;2;0;0;0
2023;13;2023-03-26;[10,20);COMUNA 1;8;5;5;1;0;0
2023;13;2023-03-26;[20,30);COMUNA 1;11;5;3;0;0;0
2023;13;2023-03-26;[30,40);COMUNA 1;7;4;3;0;0;0
2023;13;2023-03-26;[40,50);COMUNA 1;6;1;1;0;0;0
2023;13;2023-03-26;[50,60);COMUNA 1;10;5;4;0;0;0
2023;13;2023-03-26;[60,70);COMUNA 1;7;7;4;0;0;0
2023;13;2023-03-26;[70,80);COMUNA 1;3;1;1;0;0;0
2023;13;2023-03-26;[0,10);COMUNA 10;10;8;5;0;0;0
