,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status_Developed,Status_Developing
10,-1.2552954821621984,1.0178071065585976,0.46389371248466227,-1.1544387261120896,-0.3707342288101815,-0.7403154042952776,-0.0979991978647098,-1.2131848079613743,0.47353880082637956,-1.0536989454036347,1.156451522441462,-1.0313547821228133,-0.3234448000817086,-0.4954160597782988,-0.1846409580224734,3.292821243404078,3.2658998196628737,-1.1426447941575748,-1.2589161731067218,-0.4593985099361714,0.4593985099361714
11,-1.2868495298227112,1.0339276760506604,0.4808563157352511,-1.1544387261120896,-0.3637370548298105,-0.6968240392391994,-0.1703914157526741,-1.2332530581421235,0.4860062109501605,-3.3222249119801774,1.193945871301628,-3.2722240600815913,-0.3234448000817086,-0.48083487581512974,0.25712458945616584,3.3383081232660374,3.3104920096746753,-1.2157781764996163,-1.595865769224746,-0.4593985099361714,0.4593985099361714
12,-1.318403577483224,1.0500482455427231,0.4808563157352511,-1.1569889149677832,-0.3658537097918803,-0.7838067693513558,-0.1414345285974884,-1.253321308322873,0.4984736210739415,-1.7813393497772427,1.2064439875883506,-1.750124173166195,-0.3234448000817086,-0.4823703268868421,-0.14563101035427084,3.3837950031279975,3.3550841996864773,-1.2547826470820382,-1.6877611136205708,-0.4593985099361714,0.4593985099361714
13,-1.3709936569174124,-1.303554900298435,0.48933761736054554,-1.1569889149677832,-0.36293643937408787,-0.8272981344074339,0.0057920542879137255,-1.2733895585036221,0.4984736210739415,-1.9953512334165393,0.7648438787908375,-1.9615269352377778,-0.3234448000817086,-0.48318891534482517,0.2175221387255223,3.429281882989957,-0.5913246163580008,-1.4108005294117265,-1.7796564580163954,-0.4593985099361714,0.4593985099361714
14,-1.4656557998989521,1.2193142252093818,0.48933761736054554,-1.1569889149677832,-0.3661124794670394,-0.8707894994635121,0.5531818849684728,-1.2934578086843713,0.4984736210739415,-2.0381536101443984,0.7815080338398003,-2.0883685924807276,-0.3234448000817086,-0.48848056336455786,-0.1344927748013148,-0.6190504247244863,-0.5467324263461989,-1.4156760882345294,-1.8715518024122202,-0.4593985099361714,0.4593985099361714
15,-1.5182458793331406,1.2596156489395385,0.48933761736054554,-1.1569889149677832,-0.3661878316351795,-0.9142808645195903,0.35868231160683367,-1.3135260588651207,0.4984736210739415,-2.5089797541508507,0.9481495843294275,-2.4688935642095764,-0.3234448000817086,-0.4887014829373816,-0.18397523214929734,-0.5735635448625264,-0.5244363313402979,-1.425427205880135,-1.9940789282733198,-0.4593985099361714,0.4593985099361714
16,0.9008977746395268,-0.7312746833302083,-0.2570169256653636,0.013547769795666399,-0.18780462704826756,0.6948996425553018,-0.21103572121748299,0.9842885868306733,-0.2620383964766972,0.7011985004385963,0.03162105663647645,0.7021478668641657,-0.3234448000817086,-0.19988175083539514,-0.18887927204207486,-0.8237413841033066,-0.79198947141111,0.6418097349882358,0.6708860592055975,-0.4593985099361714,0.4593985099361714
17,0.8693437269790141,-1.2632534765682784,-0.2570169256653636,-0.009403929905577677,-0.15571839665053863,0.6514082774992236,-0.21103572121748299,0.9441520864691748,-0.2558046914148067,0.658396123710737,-0.01837140851041185,0.6598673144498491,-0.3234448000817086,-0.1531298294348161,-0.18406487686474088,-0.8237413841033066,-0.79198947141111,0.636934176165433,0.6708860592055975,-0.4593985099361714,0.4593985099361714
18,0.8377896793185013,-0.6506718358698946,-0.2570169256653636,0.05435079148676708,-0.15464779047241958,0.6948996425553018,-0.21103572121748299,0.9090326486528634,-0.2558046914148067,0.7011985004385963,-0.11002426127970688,0.7021478668641657,-0.3234448000817086,-0.16524330346000815,-0.1840523243829006,-0.8009979441723266,-0.769693376405209,0.6271830585198275,0.6708860592055975,-0.4593985099361714,0.4593985099361714
19,0.8062356316579885,-0.6345512663778319,-0.2570169256653636,0.15125796800313107,-0.16392221187460096,0.6948996425553018,-0.2102507453608665,0.873913210836552,-0.2558046914148067,0.7011985004385963,-0.13918653261539182,0.7021478668641657,-0.3234448000817086,-0.17781322081535791,-0.18935937670148864,-0.8009979441723266,-0.769693376405209,0.5930541467602082,0.6708860592055975,-0.4593985099361714,0.4593985099361714
20,0.7746815839974743,-0.6184306968857691,-0.2570169256653636,0.20991231168408836,-0.1515358994619435,0.6948996425553018,-0.2085935741080095,0.8387937730202409,-0.2558046914148067,0.7011985004385963,-0.08919406746850352,0.7021478668641657,-0.3234448000817086,-0.16355419822118195,-0.1839485905248605,-0.7782545042413466,-0.7473972813993079,0.5247963232409695,0.3952000260181237,-0.4593985099361714,0.4593985099361714
21,0.7326095204501245,-0.5942498426476751,-0.2485356240400692,0.18696061198284428,-0.35039080601097605,0.6948996425553018,-0.21016352582124245,0.7986572726587422,-0.2558046914148067,0.7011985004385963,-0.24333750167140902,0.7021478668641657,-0.3234448000817086,-0.4601330229123155,-0.18402031370280933,-0.7782545042413466,-0.7473972813993079,0.4614140585445335,0.15014577429592418,-0.4593985099361714,0.4593985099361714
22,0.7220915045632859,-0.5942498426476751,-0.2485356240400692,0.31702024362322756,-0.19631714309181733,0.6514082774992236,-0.21103572121748299,0.7585207722972437,-0.2558046914148067,0.658396123710737,-0.05586575737057799,0.6598673144498491,-0.3234448000817086,-0.18785342071104866,-0.1352137834337462,-0.7555110643103665,-0.7251011863934069,0.44191182325332246,0.05825042990009922,-0.4593985099361714,0.4593985099361714
23,0.6379473774685847,-1.3196754697904978,-0.2485356240400692,0.2711168442207394,-0.35300740400962327,0.6948996425553018,-0.21103572121748299,0.7133672093905579,-0.2558046914148067,0.7011985004385963,-0.02253744727265245,0.7021478668641657,-0.3234448000817086,-0.46440696079353927,-0.1348472991003706,-0.7327676243793865,-0.7251011863934069,0.40290735267090033,-0.003013133030450397,-0.4593985099361714,0.4593985099361714
24,0.7010554727896117,-1.255193191822247,-0.2485356240400692,0.26346627765365793,-0.3552088368247451,0.6514082774992236,-0.2091168913457538,0.668213646483872,-0.2558046914148067,0.7011985004385963,0.07328144425888318,0.6598673144498491,-0.3234448000817086,-0.4700035375935638,-0.18886364623872204,-0.7327676243793865,-0.7028050913875059,0.35415176444287266,-0.12554025889155015,-0.4593985099361714,0.4593985099361714
25,0.5222492027133707,-0.5297675646794242,-0.2485356240400692,0.1946111785499255,-0.36977149532527626,0.6514082774992236,-0.20510479252304736,-1.6346180617571096,-0.2558046914148067,0.6155937469828777,-0.02670348603489305,0.6175867620355326,-0.3234448000817086,-0.49467625849359775,-0.1340098560161787,-0.7100241844484064,-0.680508996381605,0.3200228526832533,-0.18680382182209979,-0.4593985099361714,0.4593985099361714
26,0.44862309150550667,-1.2068314833460587,-0.2485356240400692,0.1563583457145188,-0.3578519707124582,0.6514082774992236,-0.21051240397973867,0.5779065206705001,-0.2558046914148067,0.6155937469828777,0.08161352178336476,0.6598673144498491,-0.3234448000817086,-0.4763215583854238,-0.1836469606809931,-0.6872807445174265,-0.680508996381605,0.2663917056324234,-0.37059451061374915,-0.4593985099361714,0.4593985099361714
27,0.39603301207131825,-1.190710913853996,-0.2485356240400692,-0.001753363338496243,-0.2598181708693773,0.6948996425553018,-0.2104251844401146,0.5277358952186267,-0.2558046914148067,0.658396123710737,0.18993052960162254,0.6175867620355326,-0.3234448000817086,-0.3155429683051644,-0.18336088258453845,-0.6872807445174265,-0.658212901375704,0.24688947034121236,-0.33996272914847436,-0.4593985099361714,0.4593985099361714
28,0.3749969802976426,-1.1826506291079646,-0.2485356240400692,-0.06550808473084099,-0.3640272462285733,0.6079169124431455,-0.21033796490049056,0.47756526976675356,-0.2558046914148067,0.6155937469828777,0.14410410321697487,0.6175867620355326,-0.3234448000817086,-0.4830508410255202,-0.18312618079650092,-0.6645373045864464,-0.635916806369803,0.212760558581593,-0.4012262920790245,-0.4593985099361714,0.4593985099361714
29,0.42758705973183103,-1.2068314833460587,-0.2485356240400692,-0.20831866064969326,-0.3188477897134576,0.5644255473870673,-0.20964020858349813,0.42739464431488033,-0.2558046914148067,0.658396123710737,0.15660221950369702,0.6598673144498491,-0.3234448000817086,-0.3879757050735386,-0.18934882373003,-0.6417938646554664,-0.613620711363902,0.19325832329038195,-0.4012262920790245,-0.4593985099361714,0.4593985099361714
30,0.45914110739234376,-1.21489176809209,-0.2485356240400692,-0.07570884015361617,-0.32302943748569846,0.5644255473870673,-0.20946576950425003,0.3822410814081945,-0.2558046914148067,0.6155937469828777,0.03162105663647645,0.6175867620355326,-0.3234448000817086,-0.3975037736561959,-0.18874411995146398,-0.6190504247244863,-0.613620711363902,0.15425385270795983,-0.43185807354429934,-0.4593985099361714,0.4593985099361714
31,0.3539609485239669,-1.2390726223301842,-0.2485356240400692,-0.22616998263954977,-0.32529049773599455,0.5644255473870673,-0.15329638598635964,0.33207045595632123,-0.2558046914148067,0.6155937469828777,0.13993806445473425,0.6175867620355326,-0.3234448000817086,-0.4088758616696992,-0.18869313243673216,-0.6190504247244863,-0.5913246163580008,0.12500049977114322,-0.4012262920790245,-0.4593985099361714,0.4593985099361714
32,0.6695014251290975,-1.1745903443619332,-0.07890959153418076,-0.2019431885104588,-0.3714328925945435,0.5209341823309891,-0.20554089022116762,1.0595445250084832,-0.11242947499132563,0.5299889935271591,-0.07044689303842046,0.5330256572068995,-0.3234448000817086,-0.18645234518167633,0.5487670455931479,0.26794373258373444,0.21133480385443537,0.5491741173549832,0.7321496221361476,-0.4593985099361714,0.4593985099361714
33,0.6484653933554233,-1.2390726223301842,-0.07890959153418076,-1.1569889149677832,-0.3441447264283494,0.5209341823309891,-0.21103572121748299,1.0043568370114224,-0.11242947499132563,0.5299889935271591,0.5357117468675997,0.5330256572068995,-0.3234448000817086,-0.4561092905247337,0.5347294644448588,0.26794373258373444,0.21133480385443537,0.5394229997093778,0.7321496221361476,-0.4593985099361714,0.4593985099361714
34,0.6379473774685847,-0.4249838629810164,-0.07890959153418076,-1.0243790944717062,-0.09750595786721444,0.5209341823309891,-0.20885523272688164,0.9441520864691748,-0.11242947499132563,0.5299889935271591,0.4982173980074336,0.5330256572068995,-0.3234448000817086,-0.08572498250810366,0.5203857360403584,0.2452002926527545,0.21133480385443537,0.5199207644181667,0.7321496221361476,-0.4593985099361714,0.4593985099361714
35,0.616911345694909,-0.4169235782349851,-0.07890959153418076,-0.9912266393476868,-0.09173242407155097,0.5209341823309891,-0.20946576950425003,0.8889643984721142,-0.11242947499132563,0.5299889935271591,0.08994559930784596,0.5330256572068995,-0.3234448000817086,-0.07873261648836465,0.506079702109349,0.2452002926527545,0.21133480385443537,0.49554297030415284,0.7321496221361476,-0.4593985099361714,0.4593985099361714
36,0.5958753139212348,-0.392742723996891,-0.07890959153418076,-1.0167285279046248,-0.11534109647607914,0.5209341823309891,-0.201267132779589,0.8337767104750535,-0.11242947499132563,0.5299889935271591,-0.2641676954826124,0.5330256572068995,-0.3234448000817086,-0.08870478179388805,0.492262918746351,0.2452002926527545,0.21133480385443537,0.4565384997217307,0.6096224962750479,-0.4593985099361714,0.4593985099361714
37,0.5748392821475592,-0.3685618697587969,-0.07890959153418076,-1.0447806053172564,-0.15472798481891678,0.5209341823309891,-0.20205210863620549,0.778589022477993,-0.11242947499132563,0.5299889935271591,-0.3349903544407041,0.5330256572068995,-0.3234448000817086,-0.16158223163763327,0.4792675638705066,0.2452002926527545,0.21133480385443537,0.4077829114937031,0.4870953704139481,-0.4593985099361714,0.4593985099361714
38,0.5432852344870465,-0.33632073077467145,-0.08739089315947518,-1.0320296610387876,-0.19430077282226757,0.47744281727491095,-0.20170323047770927,0.7234013344809324,-0.11866318005321612,0.4871866167992998,-0.23500542414692746,0.5330256572068995,-0.3234448000817086,-0.20630528126209366,-0.12375257141220025,0.26794373258373444,0.2336308988603365,0.3639028820884782,0.3339364630875736,-0.4593985099361714,0.4593985099361714
39,0.5117311868265322,-0.3121398765365774,-0.08739089315947518,-1.0422304164615628,-0.3497546462765737,0.34696872210667645,-0.19210908111906339,0.6732307090290591,-0.11866318005321612,0.40158186334358126,-0.7182659205668473,0.4484645523782664,-0.3234448000817086,-0.4600656232539877,-0.12486083706919429,0.26794373258373444,0.2336308988603365,0.3248984115060561,0.18077755576119897,-0.4593985099361714,0.4593985099361714
40,0.48017713916601945,-0.28795902229848325,-0.08739089315947518,-1.0473307941729502,-0.21026982735043934,-3.2193232124917333,-0.21103572121748299,-1.6346180617571096,-0.11866318005321612,0.5299889935271591,-0.8765753935319937,0.5330256572068995,-0.3234448000817086,-0.20131427674047053,-0.1887773895825363,0.26794373258373444,0.2336308988603365,0.29076949974643673,0.08888221136537457,-0.4593985099361714,0.4593985099361714
41,0.43810507561866957,-0.2637781680603892,-0.08739089315947518,-1.0677323050185006,-0.23546821716754152,-3.262814577547811,-0.1287004758123766,0.5728894581253127,-0.11866318005321612,0.5299889935271591,-1.0682131765950653,0.5330256572068995,-0.3234448000817086,-0.23671019930487439,0.4359499858228058,0.2906871725147144,0.2559269938662374,0.2712672644552262,0.08888221136537457,-0.4593985099361714,0.4593985099361714
42,0.38551499618448115,-0.23153702907626372,-0.0958721947847696,-1.0320296610387876,-0.37015046510835453,-0.0009621983419488508,-0.010256341002912096,0.5277358952186267,-0.1248968851151066,0.23037235643214404,-1.1182056417419535,0.23706179030668353,-0.3234448000817086,-0.49497765908079217,0.4268877974655426,0.2906871725147144,0.2559269938662374,0.2420139115184096,-0.003013133030450397,-0.4593985099361714,0.4593985099361714
43,0.3224069008634542,-1.21489176809209,-0.0958721947847696,-1.0447806053172564,-0.2605472502213629,-0.08794492845410518,0.0758293446060286,0.47756526976675356,-0.11866318005321612,0.14476760297642546,-0.9932244788747329,0.1525006854780504,-0.3234448000817086,-0.3018232906344289,-0.1286287847854999,0.31343061244569453,0.27822308887213837,0.20788499975879024,-0.09490847742627535,-0.4593985099361714,0.4593985099361714
44,0.2592988055424287,-0.1509341816159501,-0.08739089315947518,-1.0728326827298882,-0.3588454413093371,0.39046008716275465,1.1298774809627137,0.43241170686006775,-0.11866318005321612,0.18756997970428477,-0.9682282463012887,0.19478123789236698,-0.3234448000817086,-0.4751787691567772,-0.12936345673887253,0.33617405237667447,0.27822308887213837,0.15912941153076257,-0.15617204035682497,-0.4593985099361714,0.4593985099361714
45,0.24878078965559008,-0.15899446636198145,-0.08739089315947518,-1.0677323050185006,-0.2967127583350735,0.39046008716275465,0.30024522005871795,0.3872581439533819,-0.11866318005321612,0.14476760297642546,-0.9140697423921598,0.1525006854780504,-0.3234448000817086,-0.3638531127835209,-0.13017747963202023,0.33617405237667447,0.3005191838780395,0.11037382330273493,-0.27869916621792473,-0.4593985099361714,0.4593985099361714
46,0.22774475788191592,-0.15899446636198145,-0.08739089315947518,-1.1008847601425198,-0.2969773584121784,0.39046008716275465,0.023235962212724403,0.3471216435918831,-0.11242947499132563,0.27317473316000335,-0.8682433160075123,0.2793423427210001,-0.3234448000817086,-0.36697314354715727,0.39548282090804293,0.35891749230765463,0.3228152788839404,0.06649379389751003,-0.33996272914847436,-0.4593985099361714,0.4593985099361714
47,0.21722674199507733,-0.15899446636198145,-0.07890959153418076,-1.0957843824311322,-0.2937222021249319,0.39046008716275465,-0.21103572121748299,0.30196808068519726,-0.10619576992943516,0.14476760297642546,-1.0140546726859363,0.1525006854780504,-0.3234448000817086,-0.36514379434396266,-0.13168044493555303,0.38166093223863456,0.34511137388984153,0.027489323315087914,-0.4012262920790245,-0.4593985099361714,0.4593985099361714
48,-1.7706782606172449,1.3724596353839775,0.30274898160406827,-0.2019431885104588,-0.3714328925945435,-0.8272981344074339,-0.20074381554184467,-0.7566321163493278,0.34886469958856997,-3.2366201585244587,-0.07044689303842046,-0.777671467636914,0.031100848327889844,-0.2193211569595605,-0.1378350674881363,0.7910428509962751,0.7464410839960595,-0.4844443530792019,-0.18680382182209979,-0.4593985099361714,0.4593985099361714
49,-1.8443043718251082,1.4772433370823854,0.3112302832293627,0.9647682129694503,-0.3593751872538549,-0.8272981344074339,0.8093456728443175,-0.7867344916204518,0.36756581477424144,-0.6256751781250418,-1.0890433704062688,-0.777671467636914,0.05079782879508978,-0.46126482724094353,-0.1395655511535207,0.836529730858235,0.7687371790019608,-0.503946588370413,-0.18680382182209979,-0.4593985099361714,0.4593985099361714
50,-1.9074124671461343,1.5336653303046048,0.32819288647995154,0.906113869288493,-0.35334122545190927,-0.2619103886784178,0.532336414998324,-0.8168368668915756,0.3925006350218033,-0.6684775548529012,-0.6932696879934034,-0.22802428625079865,0.1098887701966895,-0.46086581203264715,-0.14128053861344742,0.859273170789215,0.8133293690137626,-0.523448823661624,-0.18680382182209979,-0.4593985099361714,0.4593985099361714
51,-1.3920296886910881,1.557846184542699,0.3536367913558348,0.9418165132682061,-0.24257117484985394,-0.34889311879057416,0.177788986426547,-0.8469392421626997,0.4236691603312557,-0.3260585410300268,-1.0932094091685094,-0.3125853910794318,0.16897971159828928,-0.15143841787622528,-0.1846073181117008,0.9047600506511753,0.8356254640196635,-0.5965822060036655,-0.5237534179401238,-0.4593985099361714,0.4593985099361714
52,-1.9179304830329722,1.582027038780793,0.3790806962317181,0.895913113865718,-0.25073746784555806,-0.47936721395880866,-0.08465460830222964,-0.8720245548886363,0.4548376856407081,-0.41166329448574535,-1.0598810990705838,-0.48170760073669805,0.14928273113108936,-0.1739383004742499,0.25896832316788815,0.9275034905821552,0.8802176540314658,-0.6599644707001014,-0.7994394511275981,-0.4593985099361714,0.4593985099361714
53,-2.0651827054486995,1.6142681777649186,0.40452460110760136,0.8296082036176793,-0.2750070498995466,-0.2619103886784178,-0.10724446906485946,-1.8051981882934784,0.492239916012051,-0.06924428066287101,-1.0557150603083432,-0.22802428625079865,0.14928273113108936,-0.23182714997003492,0.24324191482049873,0.9729903704441151,0.9248098440432677,-0.6940933824597209,-0.9219665769886979,-0.4593985099361714,0.4593985099361714
54,-2.117772784882888,1.6465093167490439,0.42996850598348463,0.6281432840178699,-0.26430598173742376,-0.9577722295756684,0.03378952650723486,-0.9322293054308841,0.5296421463833939,-0.8396870617643383,-0.6474432616087556,-3.229943507667275,0.14928273113108936,-0.24549386562992,0.2280681489258126,1.0184772503060753,0.9694020340550695,-0.7330978530421429,-1.0751254843150724,-0.4593985099361714,0.4593985099361714
55,-2.1598448484302386,1.6626298862411066,0.4554124108593679,0.6434444171520327,-0.24569675438992836,-0.6098413091270432,-0.18792254321710883,-0.9573146181568207,0.5670443767547367,-0.7540823083086197,-0.8682433160075123,-0.5662687055653312,0.16897971159828928,-0.20632426279803986,-0.1491284687495046,1.0639641301680351,1.0139942240668718,-0.7916045589157759,-1.1976526101761722,-0.4593985099361714,0.4593985099361714
56,-2.212434927864427,1.6948710252252321,0.4808563157352511,0.45983081954207966,-0.2784446011268914,-0.4358758489027305,-0.12259510803869285,-0.9823999308827573,0.5982129020641892,-0.3260585410300268,-1.0598810990705838,-0.3971464959080649,0.16897971159828928,-0.28077261525047953,-0.13391469413320065,1.0867075700990152,1.0585864140786736,-0.8598623824350146,-1.3201797360372718,-0.4593985099361714,0.4593985099361714
57,-2.2650250072986156,1.7432327337014204,0.5063002206111344,0.32977118790169646,-0.3588110448273049,0.39046008716275465,-0.14431277340508214,-1.0125023061538814,0.6293814273736416,-1.9953512334165393,-0.5766206026506641,-2.0460880400664108,0.14928273113108936,-0.47757982178991737,-0.14752780514704666,1.1321944499609755,1.0808825090845746,-0.932995764777056,-1.4733386433636462,-0.4593985099361714,0.4593985099361714
58,-2.296579054959129,1.7512930184474518,0.5232628238617233,0.12575607944619327,-0.3220302908507421,0.39046008716275465,-0.18853307999447722,-1.037587618879818,0.660549952683094,-1.8669441032329614,-0.7599263081892544,-1.8769658304091446,0.16897971159828928,-0.3887016416538175,0.17258164326537526,-0.8692282639652666,1.1254746990963769,-0.9963780294734921,-1.595865769224746,-0.4593985099361714,0.4593985099361714
59,-2.328133102619642,1.783534157431577,0.5402254271123121,-0.2593224377635691,-0.3669717926478178,0.39046008716275465,-0.20850635456838543,-1.0626729316057546,0.6854847729306559,-3.3650272887080366,-0.5057979436925724,-3.3145046124959077,0.14928273113108936,-0.4866473426642833,0.15986575699333516,-0.8237413841033066,-0.836581661422912,-1.0500091765243225,-1.7183928950858456,-0.4593985099361714,0.4593985099361714
60,-2.3596871502801555,1.7996547269236398,0.5487067287376065,-0.26952319318634416,-0.3533538446289667,0.39046008716275465,-0.10672115182711514,-1.0827411817865038,0.7041858881163273,-3.3650272887080366,-0.6307791065597929,-3.3145046124959077,0.12958575066388942,-0.4386870906110818,-0.15565599998826377,-0.7782545042413466,-0.79198947141111,-1.093889205929547,-1.8715518024122202,-0.4593985099361714,0.4593985099361714
61,-2.3912411979406683,1.823835581161734,0.557188030362901,-0.4403858465178282,-0.3593387962020724,0.39046008716275465,0.8308016795918346,-1.1078264945124405,0.7166532982401084,-1.95254885668868,-0.9557301300145666,-1.750124173166195,0.1098887701966895,-0.44382361021229555,0.13592593393170374,-0.7555110643103665,-0.7473972813993079,-1.1182670000435608,-1.9940789282733198,-0.4593985099361714,0.4593985099361714
62,-2.475385325035369,-0.9730832257111491,0.5656693319881954,-0.5015903790544791,-0.35615804093971054,0.39046008716275465,0.5779522342217038,-1.132911807238377,0.7291207083638893,-1.7813393497772427,-0.22667334662244626,-1.8769658304091446,0.07049480926228971,-0.4577402820868134,0.12501410590149842,-0.7100241844484064,-0.7028050913875059,-1.1670225882715886,-2.1166060541344196,-0.4593985099361714,0.4593985099361714
63,-2.5174573885827205,-0.9408420867270237,0.5656693319881954,-0.6877541655201258,-0.36344251215203016,0.39046008716275465,-0.017495562791708528,-1.1529800574191265,0.7353544134257798,-3.407829665435896,-1.3056773860427844,-2.2997713545523104,0.05079782879508978,-0.45554925958815334,-0.15895972804429861,-0.6645373045864464,-0.658212901375704,-1.2109026176768134,-2.2697649614607944,-0.4593985099361714,0.4593985099361714
64,0.7536455522238001,-1.2229520528381215,-0.2570169256653636,-0.2019431885104588,-0.3714328925945435,0.6948996425553018,-0.21103572121748299,0.46753114467637913,-0.2620383964766972,0.14476760297642546,-0.07044689303842046,0.7021478668641657,-0.3037478196145087,0.523187313727705,-0.16374340852049238,-0.34612914555272617,-0.34606757129308985,0.7490720290898967,0.578990714809773,-0.4593985099361714,0.4593985099361714
65,0.7326095204501245,-0.27183845280642055,-0.2570169256653636,1.0234225566504076,0.8476395565232575,0.6948996425553018,-0.21103572121748299,0.43241170686006775,-0.2620383964766972,0.5727913702550184,-0.1600167264265952,0.7021478668641657,-0.3037478196145087,0.47213871634900334,-0.16374340852049238,-0.34612914555272617,-0.34606757129308985,0.7393209114442911,0.578990714809773,-0.4593985099361714,0.4593985099361714
66,0.7220915045632859,-0.2557178833143578,-0.2570169256653636,1.028522934361795,0.630506078631136,0.6948996425553018,-0.21103572121748299,0.4023093315889437,-0.2620383964766972,0.658396123710737,-0.24750354043364964,0.7021478668641657,-0.3037478196145087,0.4222353371272781,-0.16374340852049238,-0.34612914555272617,-0.34606757129308985,0.7344453526214884,0.578990714809773,-0.4593985099361714,0.4593985099361714
